sample_id,c_score,risk_level
85,0.12638577280632438,🟢 Low
86,0.006923743716185676,🟢 Low
87,0.35166056333790374,🟠 Medium
88,0.07094732840081082,🟢 Low
89,0.021321343984731737,🟢 Low
90,0.36143070542497235,🟠 Medium
91,0.06566912989424964,🟢 Low
92,0.6421566050768998,🟡 High
93,0.42936289982054,🟠 Medium
94,0.07972818311131899,🟢 Low
95,0.10688272729944322,🟢 Low
96,0.7016063093414964,🟡 High
97,0.05786888999684205,🟢 Low
98,0.7184231741455878,🟡 High
99,0.08920882672398067,🟢 Low
100,0.4522595523025845,🟠 Medium
101,0.022454073757926598,🟢 Low
102,0.03452828043877545,🟢 Low
103,0.011051156150455831,🟢 Low
104,0.08797993504516037,🟢 Low
105,0.6467563843697428,🟡 High
106,0.34963660009938424,🟠 Medium
107,0.03481394426999916,🟢 Low
108,0.3891845530485511,🟠 Medium
109,0.08842924874034948,🟢 Low
110,0.02717212928125653,🟢 Low
111,0.05416337701352383,🟢 Low
112,0.3964662675029816,🟠 Medium
113,0.10528479782445628,🟢 Low
114,0.3772138416036503,🟠 Medium
115,0.43564977863199594,🟠 Medium
116,0.6258788429009681,🟡 High
117,0.4203082237746655,🟠 Medium
118,0.03903487647909057,🟢 Low
119,0.443253924475414,🟠 Medium
120,0.10238555189277158,🟢 Low
121,0.4027792522312633,🟠 Medium
122,0.4001016415945695,🟠 Medium
123,0.10889325421607395,🟢 Low
124,0.040484643525383696,🟢 Low
125,0.046426665795153074,🟢 Low
126,0.45721065810883305,🟠 Medium
127,0.017604924916901844,🟢 Low
128,0.12310918142925079,🟢 Low
129,0.1262929626587475,🟢 Low
130,0.605241550368744,🟡 High
131,0.32782912575285644,🟠 Medium
132,0.719078749557544,🟡 High
133,0.6772695650268888,🟡 High
134,0.028260580276476228,🟢 Low
135,0.016874048605245544,🟢 Low
136,0.015672222427408927,🟢 Low
137,0.400170161364683,🟠 Medium
138,0.4278927160637991,🟠 Medium
139,0.04949879332141888,🟢 Low
140,0.10170400045796661,🟢 Low
141,0.9595724952749892,🔴 Critical
142,0.3740100151310296,🟠 Medium
143,0.05839936639302774,🟢 Low
144,0.016260828507630266,🟢 Low
145,0.05945506796419319,🟢 Low
146,0.09708461183745874,🟢 Low
147,0.598330131023697,🟡 High
148,0.689042740555768,🟡 High
149,0.07438887670612976,🟢 Low
150,0.39829029630646134,🟠 Medium
151,0.04319452625288759,🟢 Low
152,0.5859433647233939,🟡 High
153,0.05347260051793295,🟢 Low
154,0.42437491266927024,🟠 Medium
155,0.005848733686181288,🟢 Low
156,0.3443770267269922,🟠 Medium
157,0.4304824537935787,🟠 Medium
158,0.07483301115430918,🟢 Low
159,0.08459587564285505,🟢 Low
160,0.06812552953228779,🟢 Low
161,0.044751576770232115,🟢 Low
162,0.4090685401667544,🟠 Medium
163,0.34051765722793814,🟠 Medium
164,0.37836267375934085,🟠 Medium
165,0.6794259092750292,🟡 High
166,0.3555813571236894,🟠 Medium
167,0.05972720878658572,🟢 Low
168,0.42089413560178257,🟠 Medium
169,0.35364907243537014,🟠 Medium
170,0.04611813220733583,🟢 Low
171,0.0725185441313967,🟢 Low
172,0.04456628681081425,🟢 Low
173,0.3972260956159918,🟠 Medium
174,0.1531662744537891,🟢 Low
175,0.042634515754724045,🟢 Low
176,0.014012085386363442,🟢 Low
177,0.007593810743467893,🟢 Low
178,0.3806806306954912,🟠 Medium
179,0.034149181977248984,🟢 Low
180,0.01189696895754908,🟢 Low
181,0.06458932330061395,🟢 Low
182,0.020000321944671693,🟢 Low
183,0.049842063682983447,🟢 Low
184,0.04136147475921671,🟢 Low
185,0.3664816682806026,🟠 Medium
186,0.012412799900197473,🟢 Low
187,0.050361252384616896,🟢 Low
188,0.6456635998707744,🟡 High
189,0.7229594135861482,🟡 High
190,0.008387377433839775,🟢 Low
191,0.7183727174650566,🟡 High
192,0.08858702249153466,🟢 Low
193,0.3748708468725142,🟠 Medium
194,0.048766352786473524,🟢 Low
195,0.04095229764659382,🟢 Low
196,0.37245059305274764,🟠 Medium
197,0.4477276090116563,🟠 Medium
198,0.09307902922104876,🟢 Low
199,0.4298772003776662,🟠 Medium
200,0.3591202889793764,🟠 Medium
201,0.06949445502926986,🟢 Low
202,0.05349065865378319,🟢 Low
203,0.01482891369837757,🟢 Low
204,0.02580656548163018,🟢 Low
205,0.02140483380354909,🟢 Low
206,0.3696398494189166,🟠 Medium
207,0.05165797889399874,🟢 Low
208,0.9043835420710145,🔴 Critical
209,0.0325805553644175,🟢 Low
210,0.03331208904800527,🟢 Low
211,0.368733870626712,🟠 Medium
212,0.019070220153861648,🟢 Low
213,0.02862436905449047,🟢 Low
214,0.3859333967843064,🟠 Medium
215,0.5652494521253673,🟡 High
216,0.6448123162501069,🟡 High
217,0.09005895184266938,🟢 Low
218,0.10102057578656917,🟢 Low
219,0.42832136840082613,🟠 Medium
220,0.006834750740310884,🟢 Low
221,0.05503410392045007,🟢 Low
222,0.6654821088231391,🟡 High
223,0.025513589130198026,🟢 Low
224,0.10310693798415377,🟢 Low
225,0.06345246274267408,🟢 Low
226,0.06840764074070525,🟢 Low
227,0.03883326337053509,🟢 Low
228,0.3928347364198361,🟠 Medium
229,0.030874217514132635,🟢 Low
230,0.5629957797647398,🟡 High
231,0.04435239081805636,🟢 Low
232,0.3430976117516827,🟠 Medium
233,0.7206412024205253,🟡 High
234,0.45600952495939284,🟠 Medium
235,0.12837515513115566,🟢 Low
236,0.386827245702212,🟠 Medium
237,0.04266375038056958,🟢 Low
238,0.04897580883866549,🟢 Low
239,0.09130108972325544,🟢 Low
240,0.017404247317159602,🟢 Low
241,0.09256826264164851,🟢 Low
242,0.08917390936858964,🟢 Low
243,0.038480004149605306,🟢 Low
244,0.4254977152299476,🟠 Medium
245,0.36366664648883684,🟠 Medium
246,0.07200245823584332,🟢 Low
247,0.07442295519646501,🟢 Low
248,0.04307356867621815,🟢 Low
249,0.6261282425286032,🟡 High
250,0.07311151655947626,🟢 Low
251,0.03029274593723983,🟢 Low
252,0.8764887130524496,🔴 Critical
253,0.052385114371800906,🟢 Low
254,0.066841444653461,🟢 Low
255,0.5874513818557132,🟡 High
256,0.04950482225256015,🟢 Low
257,0.39658869663678664,🟠 Medium
258,0.05939661848382914,🟢 Low
259,0.07808164650838473,🟢 Low
260,0.13010238219536926,🟢 Low
261,0.41524163988520557,🟠 Medium
262,0.3790244126703938,🟠 Medium
263,0.05507542857821636,🟢 Low
264,0.39114978701804104,🟠 Medium
265,0.9218185506192452,🔴 Critical
266,0.044813101052727476,🟢 Low
267,0.6219638278828623,🟡 High
268,0.04349938867413477,🟢 Low
269,0.3477092152143206,🟠 Medium
270,0.012867950716609412,🟢 Low
271,0.38320187431582575,🟠 Medium
272,0.4155385892122051,🟠 Medium
273,0.06128571247745608,🟢 Low
274,0.042469911146942596,🟢 Low
275,0.4345831644565698,🟠 Medium
276,0.06174853597791957,🟢 Low
277,0.16612349660102738,🟢 Low
278,0.06678110267961891,🟢 Low
279,0.07684449231462603,🟢 Low
280,0.08339342294207831,🟢 Low
281,0.40762026407516744,🟠 Medium
282,0.03730346873257748,🟢 Low
283,0.547178591323858,🟡 High
284,0.010194972093394726,🟢 Low
285,0.12043940306254815,🟢 Low
286,0.9624344189168332,🔴 Critical
287,0.038016217478018303,🟢 Low
288,0.5928550019810381,🟡 High
289,0.15440035707303187,🟢 Low
290,0.032435910748585324,🟢 Low
291,0.46076261066779667,🟠 Medium
292,0.058400060549627854,🟢 Low
293,0.053575703051873744,🟢 Low
294,0.3969881345729108,🟠 Medium
295,0.3517642564922916,🟠 Medium
296,0.3999446144000877,🟠 Medium
297,0.02577975009107015,🟢 Low
298,0.06478401200876412,🟢 Low
299,0.026607380273049628,🟢 Low
300,0.046587074091003204,🟢 Low
301,0.03162611846400045,🟢 Low
302,0.41823814923165475,🟠 Medium
303,0.043370992649066235,🟢 Low
304,0.026947321839435417,🟢 Low
305,0.08856327689061608,🟢 Low
306,0.009941375048333066,🟢 Low
307,0.34936958707262444,🟠 Medium
308,0.01787438077417361,🟢 Low
309,0.4288790764137427,🟠 Medium
310,0.06237165285360271,🟢 Low
311,0.9279436192600767,🔴 Critical
312,0.05952675852221121,🟢 Low
313,0.9792624012767737,🔴 Critical
314,0.35408550722935406,🟠 Medium
315,0.0912826098614532,🟢 Low
316,0.10364685427900068,🟢 Low
317,0.07151273970405315,🟢 Low
318,0.6121602112506099,🟡 High
319,0.03645888233026224,🟢 Low
320,0.4003545016170275,🟠 Medium
321,0.045701375550976746,🟢 Low
322,0.6602694221879635,🟡 High
323,0.34135579377914516,🟠 Medium
324,0.4466538638855694,🟠 Medium
325,0.10801313642522153,🟢 Low
326,0.07658421734588061,🟢 Low
327,0.07012060763652446,🟢 Low
328,0.006483502674682478,🟢 Low
329,0.901222803090934,🔴 Critical
330,0.03592648176515409,🟢 Low
331,0.6649100028123832,🟡 High
332,0.3784996856078972,🟠 Medium
333,0.7252693490449527,🟡 High
334,0.04846268908488091,🟢 Low
335,0.38888210568220516,🟠 Medium
336,0.07059173227711599,🟢 Low
337,0.05510640307891351,🟢 Low
338,0.061421591803967605,🟢 Low
339,0.03257535415626141,🟢 Low
340,0.7145818358398559,🟡 High
341,0.03499292474097906,🟢 Low
342,0.558215168306704,🟡 High
343,0.0997301104304975,🟢 Low
344,0.03820846124764424,🟢 Low
345,0.6393920051779136,🟡 High
346,0.44377804521675546,🟠 Medium
347,0.6400021698763475,🟡 High
348,0.05553295191159547,🟢 Low
349,0.036828835482573895,🟢 Low
350,0.0399665821391214,🟢 Low
351,0.3733482135877744,🟠 Medium
352,0.017773340802044287,🟢 Low
353,0.34556553243760374,🟠 Medium
354,0.4281946873878967,🟠 Medium
355,0.159736841849023,🟢 Low
356,0.08251922187197631,🟢 Low
357,0.41862396759261,🟠 Medium
358,0.030865616834226405,🟢 Low
359,0.018239754996312495,🟢 Low
360,0.024598922325231514,🟢 Low
361,0.011797019120771142,🟢 Low
362,0.007966801474743171,🟢 Low
363,0.7712098974219614,🔴 Critical
364,0.36303620698614003,🟠 Medium
365,0.43783574432598277,🟠 Medium
366,0.7230260890629976,🟡 High
367,0.3520764205557607,🟠 Medium
368,0.09359977011625394,🟢 Low
369,0.028242217914817888,🟢 Low
370,0.12347167157179217,🟢 Low
371,0.6160907938706219,🟡 High
372,0.00713699041833396,🟢 Low
373,0.10089826148737806,🟢 Low
374,0.34676086174800413,🟠 Medium
375,0.45231310441041406,🟠 Medium
376,0.04062200410139518,🟢 Low
377,0.7229703089090387,🟡 High
378,0.3619069615271323,🟠 Medium
379,0.04483012228078196,🟢 Low
380,0.9953995497298621,🔴 Critical
381,0.03244554091679033,🟢 Low
382,0.4289068544178616,🟠 Medium
383,0.6180126850280087,🟡 High
384,0.022628388316142667,🟢 Low
385,0.013186052134875663,🟢 Low
386,0.3820150089450918,🟠 Medium
387,0.3750678262386986,🟠 Medium
388,0.11993636856945197,🟢 Low
389,0.06317645210834609,🟢 Low
390,0.11528477446091324,🟢 Low
391,0.7026625578115375,🟡 High
392,0.02051062704703816,🟢 Low
393,0.05350567147962317,🟢 Low
394,0.015395048710037976,🟢 Low
395,0.050786551345381126,🟢 Low
396,0.05684737187469065,🟢 Low
397,0.12028790607269538,🟢 Low
398,0.36419556785209206,🟠 Medium
399,0.042853579883092886,🟢 Low
400,0.4045643350218684,🟠 Medium
401,0.08179636482291809,🟢 Low
402,0.6949985062533399,🟡 High
403,0.09446027931028349,🟢 Low
404,0.3378383690667265,🟠 Medium
405,0.06042406087386104,🟢 Low
406,0.01820906279712777,🟢 Low
407,0.08464140993964966,🟢 Low
408,0.007038686296161778,🟢 Low
409,0.04597275395105922,🟢 Low
410,0.044560252509179145,🟢 Low
411,0.35695675613393063,🟠 Medium
412,0.03621781528199349,🟢 Low
413,0.4237146271723157,🟠 Medium
414,0.028639103847381532,🟢 Low
415,0.024430002150739632,🟢 Low
416,0.3729697022587647,🟠 Medium
417,0.6706962952778444,🟡 High
418,0.012988185625111144,🟢 Low
419,0.08521130223806168,🟢 Low
420,0.5776421032943237,🟡 High
421,0.08223484908980062,🟢 Low
422,0.006553365278802665,🟢 Low
423,0.41291500131011716,🟠 Medium
424,0.6812246905987139,🟡 High
425,0.01773424655641149,🟢 Low
426,0.04405006889978568,🟢 Low
427,0.013952486287364035,🟢 Low
428,0.03408531275093841,🟢 Low
429,0.06458037329041556,🟢 Low
430,0.028286271244291974,🟢 Low
431,0.040349144591252814,🟢 Low
432,0.057079185254821266,🟢 Low
433,0.05529860022093592,🟢 Low
434,0.051302087154172095,🟢 Low
435,0.03461667587798791,🟢 Low
436,0.037292044414253954,🟢 Low
437,0.3814649877496693,🟠 Medium
438,0.0965484333412374,🟢 Low
439,0.038571051031066485,🟢 Low
440,0.03517443721790304,🟢 Low
441,0.36940860106264173,🟠 Medium
442,0.4118339405911858,🟠 Medium
443,0.059995514868187334,🟢 Low
444,0.5820393258494436,🟡 High
445,0.33031092463983,🟠 Medium
446,0.04589316607098122,🟢 Low
447,0.05457329072911015,🟢 Low
448,0.4773019648644061,🟠 Medium
449,0.06199035071866222,🟢 Low
450,0.09868558604071352,🟢 Low
451,0.3546802605043325,🟠 Medium
452,0.07903891506423223,🟢 Low
453,0.6953024335003418,🟡 High
454,0.6742106335166574,🟡 High
455,0.09668319663317652,🟢 Low
456,0.013276596629403068,🟢 Low
457,0.3909195769741557,🟠 Medium
458,0.41271171785329264,🟠 Medium
459,0.0455303639684568,🟢 Low
460,0.18656172987165628,🟢 Low
461,0.005427945018314753,🟢 Low
462,0.4129123885809758,🟠 Medium
463,0.03917871931703529,🟢 Low
464,0.7389511299648813,🟡 High
465,0.06690743441825732,🟢 Low
466,0.3676703007474697,🟠 Medium
467,0.6856353324262632,🟡 High
468,0.4115449508924449,🟠 Medium
469,0.37010097540646886,🟠 Medium
470,0.35144366930480436,🟠 Medium
471,0.6725057260561937,🟡 High
472,0.07330303393421042,🟢 Low
473,0.4558377955990653,🟠 Medium
474,0.043546494445158096,🟢 Low
475,0.09557980531368937,🟢 Low
476,0.009937591823047326,🟢 Low
477,0.04105234906722671,🟢 Low
478,0.10019850115034527,🟢 Low
479,0.04860336322437612,🟢 Low
480,0.04201391005321673,🟢 Low
481,0.053272189558240333,🟢 Low
482,0.10512530237148739,🟢 Low
483,0.3882265668015625,🟠 Medium
484,0.0396220126169071,🟢 Low
485,0.355079518358814,🟠 Medium
486,0.050751228540941065,🟢 Low
487,0.03946436111772134,🟢 Low
488,0.36162511949903187,🟠 Medium
489,0.4117091833092822,🟠 Medium
490,0.3936086094960688,🟠 Medium
491,0.6962029711882055,🟡 High
492,0.01825670284361836,🟢 Low
493,0.03344885633013338,🟢 Low
494,0.015402100924483646,🟢 Low
495,0.371468232311015,🟠 Medium
496,0.10426635562192345,🟢 Low
497,0.4612748889340844,🟠 Medium
498,0.023303316916299558,🟢 Low
499,0.0389000594351503,🟢 Low
500,0.6117003032161983,🟡 High
501,0.42674935781585743,🟠 Medium
502,0.4051253584983945,🟠 Medium
503,0.33479360827459165,🟠 Medium
504,0.016356466423797796,🟢 Low
505,0.015220405365191859,🟢 Low
506,0.3594091165221076,🟠 Medium
507,0.0923357286883575,🟢 Low
508,0.4251274790148104,🟠 Medium
509,0.06839283251017782,🟢 Low
510,0.5850508481369334,🟡 High
511,0.0667959754914104,🟢 Low
512,0.0897672507082478,🟢 Low
513,0.5702114988466715,🟡 High
514,0.051394028041222804,🟢 Low
515,0.129716311042621,🟢 Low
516,0.01520392571498094,🟢 Low
517,0.05806980958897285,🟢 Low
518,0.0526788366233907,🟢 Low
519,0.06036494169853414,🟢 Low
520,0.04328687046952537,🟢 Low
521,0.4028093028062101,🟠 Medium
522,0.658320711127501,🟡 High
523,0.030884620258142863,🟢 Low
524,0.48174800606769663,🟠 Medium
525,0.061438896053160684,🟢 Low
526,0.3558381473880489,🟠 Medium
527,0.09542109707935263,🟢 Low
528,0.08001254315307647,🟢 Low
529,0.08229547267772097,🟢 Low
530,0.047971091415868826,🟢 Low
531,0.3940837058255062,🟠 Medium
532,0.02973746641978736,🟢 Low
533,0.04350757454248617,🟢 Low
534,0.3776801682642206,🟠 Medium
535,0.061004803461507856,🟢 Low
536,0.021958114035967813,🟢 Low
537,0.47797536149598513,🟠 Medium
538,0.36363861118622376,🟠 Medium
539,0.44588541525676617,🟠 Medium
540,0.08256628461092139,🟢 Low
541,0.031167394818978532,🟢 Low
542,0.0876417538116734,🟢 Low
543,0.07517179158113463,🟢 Low
544,0.02295088820862311,🟢 Low
545,0.429070607625486,🟠 Medium
546,0.40765800732330576,🟠 Medium
547,0.3708334622410646,🟠 Medium
548,0.10339843873664444,🟢 Low
549,0.0777867003570957,🟢 Low
550,0.6735535188548223,🟡 High
551,0.4015828237935082,🟠 Medium
552,0.6645794526627598,🟡 High
553,0.06855644209313665,🟢 Low
554,0.031178482403756,🟢 Low
555,0.35916455257705054,🟠 Medium
556,0.022135824032859016,🟢 Low
557,0.05257551246544475,🟢 Low
558,0.04334071464246874,🟢 Low
559,0.3344488187370485,🟠 Medium
560,0.47148742033767976,🟠 Medium
561,0.0475742255977303,🟢 Low
562,0.10429759719673252,🟢 Low
563,0.01300553497836172,🟢 Low
564,0.14986761290910228,🟢 Low
565,0.718828351283657,🟡 High
566,0.39373624135051616,🟠 Medium
567,0.0566641930347319,🟢 Low
568,0.5749960482446674,🟡 High
569,0.4160084569730663,🟠 Medium
570,0.04634462623947153,🟢 Low
571,0.06163605563625998,🟢 Low
572,0.01919864540591694,🟢 Low
573,0.037477293472148794,🟢 Low
574,0.032075099714620886,🟢 Low
575,0.10470708845967326,🟢 Low
576,0.10234813327775902,🟢 Low
577,0.06327243157658588,🟢 Low
578,0.6195871281378393,🟡 High
579,0.05966149160628379,🟢 Low
580,0.09933637193318832,🟢 Low
581,0.582605188126775,🟡 High
582,0.6504542991633491,🟡 High
583,0.028051660327566612,🟢 Low
584,0.6518667055416789,🟡 High
585,0.05654034296524711,🟢 Low
586,0.06784205692888845,🟢 Low
587,0.12526706127928844,🟢 Low
588,0.4179701183007802,🟠 Medium
589,0.08418303680288743,🟢 Low
590,0.0602814010714897,🟢 Low
591,0.07660859926585671,🟢 Low
592,0.1189622860898214,🟢 Low
593,0.9321565069700748,🔴 Critical
594,0.4219322055745752,🟠 Medium
595,0.3577374038880411,🟠 Medium
596,0.006442245488898447,🟢 Low
597,0.4525455547451994,🟠 Medium
598,0.08430725469645252,🟢 Low
599,0.15521675928898096,🟢 Low
600,0.4185655707499619,🟠 Medium
601,0.03582661322267742,🟢 Low
602,0.017964685738060437,🟢 Low
603,0.9229504903044395,🔴 Critical
604,0.4367418946864876,🟠 Medium
605,0.03873314152568539,🟢 Low
606,0.35637166812550375,🟠 Medium
607,0.01975451895776304,🟢 Low
608,0.01742419162750522,🟢 Low
609,0.09191685347913425,🟢 Low
610,0.00966826726413598,🟢 Low
611,0.108155736002509,🟢 Low
612,0.044448919708446534,🟢 Low
613,0.03597361076769831,🟢 Low
614,0.36625878478501084,🟠 Medium
615,0.39400770128118895,🟠 Medium
616,0.041400534913263655,🟢 Low
617,0.1494889818795358,🟢 Low
618,0.01989775120814298,🟢 Low
619,0.3421452295911493,🟠 Medium
620,0.07889196023523816,🟢 Low
621,0.023014747799444204,🟢 Low
622,0.39415675832388364,🟠 Medium
623,0.39440657803420687,🟠 Medium
624,0.03549619137019723,🟢 Low
625,0.3639542250133684,🟠 Medium
626,0.4276662576017777,🟠 Medium
627,0.07975878550283572,🟢 Low
628,0.4662142406055472,🟠 Medium
629,0.01907412488390516,🟢 Low
630,0.11936797964961607,🟢 Low
631,0.058142613892802356,🟢 Low
632,0.06064429159750801,🟢 Low
633,0.05468834446945742,🟢 Low
634,0.7986436587818941,🔴 Critical
635,0.03654499912360561,🟢 Low
636,0.028211121383970167,🟢 Low
637,0.7179405680591386,🟡 High
638,0.7059040372691235,🟡 High
639,0.6014159845772352,🟡 High
640,0.15884372098144692,🟢 Low
641,0.6103458540821858,🟡 High
642,0.04786158181875356,🟢 Low
643,0.07176848700600216,🟢 Low
644,0.11804144290263313,🟢 Low
645,0.7224914295305958,🟡 High
646,0.6613966479109707,🟡 High
647,0.038180049609459116,🟢 Low
648,0.06831946841839946,🟢 Low
649,0.022417852502669918,🟢 Low
650,0.012751419598013054,🟢 Low
651,0.4243066524908152,🟠 Medium
652,0.09508397975798528,🟢 Low
653,0.04909779875679941,🟢 Low
654,0.9597092625665973,🔴 Critical
655,0.35745423445365276,🟠 Medium
656,0.9276606949363108,🔴 Critical
657,0.6325250520657901,🟡 High
658,0.6481006887605995,🟡 High
659,0.6684985770429317,🟡 High
660,0.027692904714226488,🟢 Low
661,0.09544457108353487,🟢 Low
662,0.6364171940126491,🟡 High
663,0.4231164976832017,🟠 Medium
664,0.34580782916586467,🟠 Medium
665,0.6916522400273843,🟡 High
666,0.729768845650086,🟡 High
667,0.025723335635071714,🟢 Low
668,0.10684401752141386,🟢 Low
669,0.06357333759802614,🟢 Low
670,0.3536190013030584,🟠 Medium
671,0.40789191738985,🟠 Medium
672,0.021295293088109235,🟢 Low
673,0.06486304877392124,🟢 Low
674,0.14858225227071142,🟢 Low
675,0.3289805137670632,🟠 Medium
676,0.047620500502039545,🟢 Low
677,0.006290315246244547,🟢 Low
678,0.06038508304102838,🟢 Low
679,0.3597755672911288,🟠 Medium
680,0.4324249152040302,🟠 Medium
681,0.4124547661250174,🟠 Medium
682,0.017575264385635714,🟢 Low
683,0.33857824770877054,🟠 Medium
684,0.4234002319082928,🟠 Medium
685,0.41125689482275835,🟠 Medium
686,0.08503015291602799,🟢 Low
687,0.08280594535031353,🟢 Low
688,0.021520202835742668,🟢 Low
689,0.1768267142267741,🟢 Low
690,0.3253287818110296,🟠 Medium
691,0.10172552118011628,🟢 Low
692,0.45536627225760123,🟠 Medium
693,0.013830893984205764,🟢 Low
694,0.05530428240073481,🟢 Low
695,0.5860050751182482,🟡 High
696,0.4623001555257966,🟠 Medium
697,0.03026565437525902,🟢 Low
698,0.11924882518400395,🟢 Low
699,0.6086597674585661,🟡 High
700,0.05561690570994505,🟢 Low
701,0.1283191909098586,🟢 Low
702,0.41568912098387784,🟠 Medium
703,0.3361424314855916,🟠 Medium
704,0.02191297779729396,🟢 Low
705,0.03574944742656972,🟢 Low
706,0.008056177104883737,🟢 Low
707,0.5928971330738884,🟡 High
708,0.4018579241868359,🟠 Medium
709,0.08084308361024993,🟢 Low
710,0.05400116469015567,🟢 Low
711,0.08749216178167238,🟢 Low
712,0.664913141200975,🟡 High
713,0.5928348219378611,🟡 High
714,0.4244631967941358,🟠 Medium
715,0.3699735690950177,🟠 Medium
716,0.6970183442101187,🟡 High
717,0.010758975916987063,🟢 Low
718,0.4115271143162881,🟠 Medium
719,0.09730046997077478,🟢 Low
720,0.3552124589057234,🟠 Medium
721,0.058636976586584656,🟢 Low
722,0.6801538405899245,🟡 High
723,0.39681723730876073,🟠 Medium
724,0.09020985331804753,🟢 Low
725,0.026943576417619984,🟢 Low
726,0.06499547101072002,🟢 Low
727,0.5383497846043873,🟡 High
728,0.11106585357807436,🟢 Low
729,0.3516412968035976,🟠 Medium
730,0.04995847498456306,🟢 Low
731,0.07950266495681078,🟢 Low
732,0.4080454265145481,🟠 Medium
733,0.10000747434265896,🟢 Low
734,0.04046211767532563,🟢 Low
735,0.3665677808294423,🟠 Medium
736,0.4121502964989331,🟠 Medium
737,0.04652823128774326,🟢 Low
738,0.052686891748032226,🟢 Low
739,0.41788353018888535,🟠 Medium
740,0.08198447185418802,🟢 Low
741,0.025660909746130903,🟢 Low
742,0.5891366513513435,🟡 High
743,0.36476576458966203,🟠 Medium
744,0.06858091489718993,🟢 Low
745,0.34391679616993076,🟠 Medium
746,0.033536759282079366,🟢 Low
747,0.5498810094653546,🟡 High
748,0.02342060770446048,🟢 Low
749,0.02136129451036705,🟢 Low
750,0.14550838894364268,🟢 Low
751,0.03124893638453095,🟢 Low
752,0.04060502718074019,🟢 Low
753,0.03617391338456412,🟢 Low
754,0.3916734440720193,🟠 Medium
755,0.4597462772077937,🟠 Medium
756,0.022634831829365296,🟢 Low
757,0.6667398691662815,🟡 High
758,0.05621568462684437,🟢 Low
759,0.06026734743203998,🟢 Low
760,0.014291315862873253,🟢 Low
761,0.04325625323294599,🟢 Low
762,0.03959348514081342,🟢 Low
763,0.9030617659323734,🔴 Critical
764,0.4060419499549514,🟠 Medium
765,0.061669494909351016,🟢 Low
766,0.6648409026489907,🟡 High
767,0.05944680671147394,🟢 Low
768,0.9731172738103675,🔴 Critical
769,0.0648181198701243,🟢 Low
