paper_id,publication_year,biased_group_id,is_biased_member
151,2017,-1,0
152,2014,-1,0
153,2012,-1,0
154,2021,-1,0
155,2017,-1,0
156,2015,-1,0
157,2020,-1,0
158,2012,-1,0
159,2010,-1,0
160,2012,-1,0
161,2014,-1,0
162,2023,-1,0
163,2012,-1,0
164,2010,-1,0
165,2014,-1,0
166,2019,-1,0
167,2016,-1,0
168,2023,-1,0
169,2016,-1,0
170,2020,-1,0
171,2018,-1,0
172,2019,-1,0
173,2019,-1,0
174,2021,-1,0
175,2022,-1,0
176,2012,-1,0
177,2016,-1,0
178,2010,-1,0
179,2013,-1,0
180,2022,-1,0
181,2013,-1,0
182,2023,-1,0
183,2014,-1,0
184,2016,-1,0
185,2016,-1,0
186,2022,-1,0
187,2020,-1,0
188,2022,-1,0
189,2013,-1,0
190,2022,-1,0
191,2016,-1,0
192,2020,-1,0
193,2012,-1,0
194,2015,-1,0
195,2021,-1,0
196,2011,-1,0
197,2019,-1,0
198,2022,-1,0
199,2023,-1,0
200,2018,-1,0
201,2014,-1,0
202,2015,-1,0
203,2021,-1,0
204,2021,-1,0
205,2021,-1,0
206,2021,-1,0
207,2013,-1,0
208,2023,-1,0
209,2023,-1,0
210,2020,-1,0
211,2019,-1,0
212,2016,-1,0
213,2021,-1,0
214,2014,4,1
215,2016,-1,0
216,2023,-1,0
217,2021,5,1
218,2010,-1,0
219,2018,-1,0
220,2020,-1,0
221,2023,-1,0
222,2018,-1,0
223,2013,0,1
224,2022,-1,0
225,2018,-1,0
226,2012,-1,0
227,2016,-1,0
228,2015,-1,0
229,2017,-1,0
230,2020,-1,0
231,2015,1,1
232,2023,-1,0
233,2014,-1,0
234,2010,-1,0
235,2012,-1,0
236,2019,-1,0
237,2021,-1,0
238,2017,-1,0
239,2020,-1,0
240,2015,-1,0
241,2017,-1,0
242,2018,-1,0
243,2013,-1,0
244,2010,-1,0
245,2023,-1,0
246,2010,-1,0
247,2019,-1,0
248,2013,-1,0
249,2021,-1,0
250,2023,-1,0
251,2016,-1,0
252,2011,-1,0
253,2012,-1,0
254,2010,-1,0
255,2021,2,1
256,2021,5,1
257,2017,-1,0
258,2010,-1,0
259,2021,5,1
260,2013,0,1
261,2011,-1,0
262,2011,-1,0
263,2021,-1,0
264,2015,-1,0
265,2016,-1,0
266,2014,-1,0
267,2010,-1,0
268,2010,-1,0
269,2012,-1,0
270,2023,-1,0
271,2014,4,1
272,2014,-1,0
273,2021,-1,0
274,2019,-1,0
275,2015,-1,0
276,2016,-1,0
277,2013,-1,0
278,2016,-1,0
279,2020,-1,0
280,2017,-1,0
281,2020,-1,0
282,2010,-1,0
283,2015,-1,0
284,2017,-1,0
285,2014,-1,0
286,2013,-1,0
287,2011,-1,0
288,2015,-1,0
289,2015,-1,0
290,2020,-1,0
291,2010,-1,0
292,2018,-1,0
293,2021,-1,0
294,2020,-1,0
295,2015,-1,0
296,2022,-1,0
297,2012,-1,0
298,2013,-1,0
299,2021,-1,0
300,2020,-1,0
301,2013,-1,0
302,2012,-1,0
303,2019,-1,0
304,2012,-1,0
305,2012,-1,0
306,2013,-1,0
307,2016,-1,0
308,2013,-1,0
309,2018,-1,0
310,2010,-1,0
311,2017,-1,0
312,2016,-1,0
313,2011,-1,0
314,2017,-1,0
315,2010,-1,0
316,2020,-1,0
317,2021,-1,0
318,2018,-1,0
319,2018,-1,0
320,2011,-1,0
321,2016,-1,0
322,2023,-1,0
323,2019,-1,0
324,2012,-1,0
325,2016,-1,0
326,2021,-1,0
327,2019,-1,0
328,2018,-1,0
329,2013,-1,0
330,2021,-1,0
331,2010,-1,0
332,2011,-1,0
333,2010,-1,0
334,2023,-1,0
335,2021,-1,0
336,2014,-1,0
337,2014,-1,0
338,2020,-1,0
339,2016,-1,0
340,2018,-1,0
341,2018,-1,0
342,2012,-1,0
343,2012,-1,0
344,2012,-1,0
345,2013,-1,0
346,2017,-1,0
347,2015,-1,0
348,2014,4,1
349,2010,-1,0
350,2017,-1,0
351,2013,-1,0
352,2020,-1,0
353,2010,-1,0
354,2017,-1,0
355,2013,-1,0
356,2015,-1,0
357,2017,-1,0
358,2013,-1,0
359,2023,-1,0
360,2012,-1,0
361,2021,3,1
362,2018,-1,0
363,2012,-1,0
364,2018,-1,0
365,2022,-1,0
366,2011,-1,0
367,2023,-1,0
368,2011,-1,0
369,2011,-1,0
370,2015,-1,0
371,2012,-1,0
372,2022,-1,0
373,2018,-1,0
374,2013,-1,0
375,2010,-1,0
376,2013,-1,0
377,2010,-1,0
378,2023,-1,0
379,2014,-1,0
380,2013,-1,0
381,2017,-1,0
382,2017,-1,0
383,2016,-1,0
384,2012,-1,0
385,2010,-1,0
386,2010,-1,0
387,2021,-1,0
388,2020,-1,0
389,2012,-1,0
390,2014,-1,0
391,2016,-1,0
392,2015,-1,0
393,2023,-1,0
394,2023,-1,0
395,2015,-1,0
396,2015,-1,0
397,2022,-1,0
398,2012,-1,0
399,2015,-1,0
400,2017,-1,0
401,2020,-1,0
402,2020,-1,0
403,2011,-1,0
404,2014,-1,0
405,2023,-1,0
406,2015,1,1
407,2021,-1,0
408,2010,-1,0
409,2014,-1,0
410,2021,-1,0
411,2022,-1,0
412,2012,-1,0
413,2013,-1,0
414,2012,-1,0
415,2010,-1,0
416,2010,-1,0
417,2021,-1,0
418,2021,2,1
419,2023,-1,0
420,2022,-1,0
421,2023,-1,0
422,2013,-1,0
423,2021,5,1
424,2012,-1,0
425,2021,-1,0
426,2018,-1,0
427,2014,-1,0
428,2017,-1,0
429,2022,-1,0
430,2010,-1,0
431,2023,-1,0
432,2015,-1,0
433,2012,-1,0
434,2021,-1,0
435,2010,-1,0
436,2013,-1,0
437,2022,-1,0
438,2014,-1,0
439,2016,-1,0
440,2010,-1,0
441,2012,-1,0
442,2011,-1,0
443,2018,-1,0
444,2019,-1,0
445,2015,-1,0
446,2019,-1,0
447,2012,-1,0
448,2021,3,1
449,2023,-1,0
450,2017,-1,0
451,2011,-1,0
452,2015,-1,0
453,2016,-1,0
454,2011,-1,0
455,2020,-1,0
456,2019,-1,0
457,2011,-1,0
458,2019,-1,0
459,2010,-1,0
460,2017,-1,0
461,2010,-1,0
462,2018,-1,0
463,2020,-1,0
464,2021,2,1
465,2016,-1,0
466,2022,-1,0
467,2019,-1,0
468,2016,-1,0
469,2019,-1,0
470,2012,-1,0
471,2011,-1,0
472,2018,-1,0
473,2017,-1,0
474,2022,-1,0
475,2014,4,1
476,2019,-1,0
477,2016,-1,0
478,2018,-1,0
479,2013,-1,0
480,2022,-1,0
481,2013,-1,0
482,2010,-1,0
483,2017,-1,0
484,2023,-1,0
485,2023,-1,0
486,2021,-1,0
487,2012,-1,0
488,2016,-1,0
489,2021,-1,0
490,2011,-1,0
491,2011,-1,0
492,2016,-1,0
493,2015,-1,0
494,2012,-1,0
495,2018,-1,0
496,2019,-1,0
497,2023,-1,0
498,2022,-1,0
499,2015,-1,0
500,2019,-1,0
501,2019,-1,0
502,2015,-1,0
503,2010,-1,0
504,2013,-1,0
505,2019,-1,0
506,2015,-1,0
507,2015,-1,0
508,2020,-1,0
509,2021,-1,0
510,2021,5,1
511,2010,-1,0
512,2017,-1,0
513,2014,-1,0
514,2021,-1,0
515,2021,-1,0
516,2021,-1,0
517,2014,-1,0
518,2016,-1,0
519,2021,3,1
520,2015,-1,0
521,2022,-1,0
522,2013,-1,0
523,2023,-1,0
524,2012,-1,0
525,2016,-1,0
526,2017,-1,0
527,2013,-1,0
528,2022,-1,0
529,2011,-1,0
530,2021,-1,0
531,2019,-1,0
532,2023,-1,0
533,2012,-1,0
534,2010,-1,0
535,2017,-1,0
536,2012,-1,0
537,2021,-1,0
538,2019,-1,0
539,2016,-1,0
540,2019,-1,0
541,2014,-1,0
542,2019,-1,0
543,2014,-1,0
544,2023,-1,0
545,2015,1,1
546,2018,-1,0
547,2021,-1,0
548,2014,-1,0
549,2010,-1,0
550,2019,-1,0
551,2019,-1,0
552,2010,-1,0
553,2011,-1,0
554,2015,1,1
555,2015,-1,0
556,2018,-1,0
557,2017,-1,0
558,2022,-1,0
559,2014,-1,0
560,2010,-1,0
561,2022,-1,0
562,2016,-1,0
563,2014,-1,0
564,2015,-1,0
565,2022,-1,0
566,2016,-1,0
567,2012,-1,0
568,2021,-1,0
569,2019,-1,0
570,2012,-1,0
571,2014,-1,0
572,2015,-1,0
573,2018,-1,0
574,2022,-1,0
575,2023,-1,0
576,2021,-1,0
577,2014,-1,0
578,2010,-1,0
579,2023,-1,0
580,2023,-1,0
581,2023,-1,0
582,2013,-1,0
583,2021,3,1
584,2021,-1,0
585,2019,-1,0
586,2019,-1,0
587,2014,-1,0
588,2016,-1,0
589,2013,-1,0
590,2010,-1,0
591,2023,-1,0
592,2013,0,1
593,2014,-1,0
594,2016,-1,0
595,2019,-1,0
596,2019,-1,0
597,2015,-1,0
598,2014,-1,0
599,2013,-1,0
