citing_paper_id,cited_paper_id,edge_source,edge_is_biased,citing_publication_year,biased_group_id_x,cited_publication_year,biased_group_id_y
262,471,base,0,2019,-1,2016,-1
1115,1460,base,0,2021,-1,2004,-1
4235,2564,base,0,2023,-1,2003,-1
3696,2916,base,0,2008,-1,2006,-1
1866,2853,base,0,2016,-1,2006,-1
3052,4712,bias,1,2008,17,2008,17
1287,3064,base,0,2018,-1,2014,-1
2954,4752,base,0,2023,-1,2004,-1
3404,1325,base,0,2013,-1,2009,-1
1323,3619,base,0,2019,-1,2016,-1
4834,2719,base,0,2014,-1,2001,-1
724,1151,base,0,2009,-1,2007,-1
407,4706,bias,1,2003,0,2003,0
4492,3338,bias,1,2018,5,2018,5
276,2214,base,0,2015,-1,2004,8
4758,3273,base,0,2022,-1,2007,-1
2640,3579,base,0,2015,-1,2004,-1
980,581,base,0,2023,-1,2006,-1
944,1301,base,0,2005,-1,2004,-1
1507,3174,base,0,2006,-1,2001,-1
2728,1377,base,0,2007,6,2001,-1
1538,4728,base,0,2011,-1,2000,-1
3309,4053,base,0,2020,-1,2006,-1
2813,3638,bias,1,2007,9,2007,9
3261,2260,base,0,2023,-1,2009,-1
3738,2840,base,0,2016,-1,2003,-1
2981,3054,base,0,2011,-1,2001,-1
4410,1614,base,0,2006,-1,2004,-1
551,2053,base,0,2002,-1,2000,-1
3468,641,base,0,2014,-1,2011,-1
517,2993,base,0,2007,-1,2000,-1
1951,4653,base,0,2021,-1,2020,-1
4807,2645,base,0,2022,-1,2020,-1
1447,4866,base,0,2009,-1,2006,-1
629,1631,base,0,2015,-1,2005,-1
1561,336,base,0,2019,-1,2015,-1
1971,4613,base,0,2019,-1,2003,-1
493,1740,base,0,2023,-1,2016,-1
560,4345,base,0,2011,-1,2006,-1
2973,2519,base,0,2023,-1,2008,-1
3914,3974,base,0,2018,-1,2000,-1
4174,3330,base,0,2017,-1,2013,-1
2983,3533,base,0,2012,-1,2010,-1
1121,1632,base,0,2023,-1,2012,-1
2264,3497,base,0,2016,-1,2010,-1
4571,577,base,0,2019,-1,2008,-1
2877,928,base,0,2018,-1,2012,-1
2253,3632,base,0,2020,-1,2012,-1
3839,4869,base,0,2020,-1,2006,-1
1974,1572,base,0,2016,-1,2004,-1
2364,1699,base,0,2013,-1,2012,-1
4287,1116,base,0,2018,-1,2005,-1
4641,1721,base,0,2018,-1,2001,-1
2477,1987,base,0,2011,-1,2009,-1
2732,4767,base,0,2008,-1,2003,-1
715,656,base,0,2012,-1,2002,-1
3953,2263,base,0,2017,-1,2001,-1
838,2027,base,0,2010,-1,2004,-1
1864,1858,base,0,2023,-1,2005,-1
4142,4616,bias,1,2020,3,2020,3
3085,2690,base,0,2013,-1,2004,-1
4840,1825,base,0,2007,-1,2002,-1
4264,1874,base,0,2019,-1,2000,-1
2495,4164,base,0,2014,-1,2005,-1
4981,1598,base,0,2009,-1,2007,-1
671,3346,base,0,2020,-1,2016,-1
4330,1118,base,0,2016,-1,2014,-1
870,4989,base,0,2016,-1,2007,-1
609,4504,base,0,2014,-1,2011,-1
3726,4841,base,0,2014,-1,2010,-1
4257,3851,base,0,2017,-1,2003,-1
2346,4894,base,0,2020,-1,2008,-1
3101,3303,base,0,2022,-1,2008,-1
1591,4961,base,0,2023,-1,2005,16
4573,447,base,0,2021,-1,2000,-1
2193,1082,base,0,2016,-1,2013,-1
2590,42,base,0,2021,-1,2020,-1
470,692,base,0,2014,-1,2011,-1
2908,2553,base,0,2019,-1,2018,-1
1759,1685,base,0,2010,-1,2004,10
4225,376,base,0,2021,-1,2000,-1
3151,2533,base,0,2021,-1,2013,-1
964,2315,base,0,2022,-1,2017,-1
1449,1078,base,0,2002,-1,2000,-1
4862,2813,bias,1,2007,9,2007,9
4453,1008,base,0,2023,-1,2010,-1
3685,1712,base,0,2014,-1,2011,-1
4256,2004,base,0,2020,-1,2014,12
4304,3959,base,0,2012,-1,2008,-1
1587,3094,base,0,2005,-1,2000,-1
4039,546,base,0,2007,-1,2004,-1
4671,2446,base,0,2017,-1,2005,-1
2301,2254,base,0,2023,-1,2019,-1
2049,3627,base,0,2019,-1,2003,-1
4915,1765,base,0,2015,-1,2010,-1
1835,3984,base,0,2008,-1,2006,-1
2861,2686,base,0,2016,-1,2006,-1
1193,2627,base,0,2008,-1,2005,-1
1628,4464,base,0,2023,-1,2005,-1
1303,3285,base,0,2020,-1,2018,-1
218,3379,base,0,2022,-1,2021,-1
71,2666,base,0,2017,-1,2007,-1
4788,3570,base,0,2022,-1,2009,-1
755,509,base,0,2002,-1,2000,-1
4804,4019,base,0,2022,-1,2013,-1
3583,1892,base,0,2018,5,2013,-1
2567,3114,base,0,2007,-1,2003,-1
3916,3572,base,0,2016,-1,2002,-1
4906,2963,base,0,2012,-1,2003,-1
4879,3303,base,0,2016,-1,2008,-1
331,3927,base,0,2015,14,2012,-1
698,1098,base,0,2023,-1,2014,-1
493,4196,base,0,2023,-1,2009,-1
2636,3779,base,0,2008,-1,2000,-1
4815,1490,base,0,2021,-1,2016,-1
4565,4341,base,0,2021,-1,2005,-1
3364,449,base,0,2021,-1,2014,-1
3765,2807,base,0,2023,-1,2002,-1
175,2388,base,0,2012,-1,2002,-1
3608,1472,base,0,2009,-1,2007,-1
2963,1998,base,0,2003,-1,2000,-1
2621,4745,base,0,2015,-1,2002,-1
4110,4200,base,0,2014,-1,2000,-1
954,2897,base,0,2020,-1,2017,-1
2819,64,base,0,2008,-1,2003,-1
4234,4728,base,0,2021,-1,2000,-1
2435,4821,base,0,2020,-1,2018,-1
3611,273,base,0,2009,-1,2002,-1
23,4734,base,0,2001,-1,2000,-1
520,3334,base,0,2011,-1,2004,-1
3763,4392,base,0,2023,-1,2016,-1
4715,4851,base,0,2017,-1,2009,-1
4347,2257,base,0,2005,-1,2002,-1
2720,1436,base,0,2021,-1,2001,-1
127,3718,base,0,2021,-1,2017,-1
2118,4579,base,0,2022,-1,2014,-1
1397,234,base,0,2020,-1,2000,-1
449,2459,base,0,2014,-1,2008,-1
1577,2959,base,0,2014,-1,2013,-1
4006,2567,base,0,2011,-1,2007,-1
973,1054,base,0,2019,-1,2004,-1
2134,4452,base,0,2007,-1,2003,-1
1037,1387,base,0,2011,-1,2005,-1
2985,3508,base,0,2023,-1,2013,2
2744,4240,base,0,2023,-1,2006,-1
3375,4636,base,0,2021,-1,2020,-1
4428,2717,base,0,2016,-1,2011,-1
4562,1977,base,0,2023,-1,2003,-1
4565,2154,base,0,2021,-1,2008,-1
1407,3306,base,0,2020,-1,2019,-1
841,1927,bias,1,2016,7,2016,7
2294,1035,base,0,2021,-1,2016,-1
2466,2223,base,0,2017,-1,2010,-1
1465,3473,base,0,2004,8,2017,-1
2291,4323,base,0,2012,-1,2001,-1
594,840,base,0,2020,-1,2014,-1
4334,2059,base,0,2019,-1,2004,-1
1188,4905,base,0,2018,-1,2008,-1
4248,3551,base,0,2016,-1,2010,-1
765,3468,base,0,2020,-1,2014,-1
842,4701,base,0,2022,-1,2004,-1
3855,2340,base,0,2019,-1,2008,-1
4641,490,base,0,2018,-1,2009,-1
351,2625,base,0,2013,-1,2008,-1
2382,1229,base,0,2011,-1,2008,-1
4900,2408,base,0,2006,-1,2004,-1
4516,4677,bias,1,2014,15,2014,15
3021,1631,base,0,2020,-1,2005,-1
2603,1084,base,0,2012,-1,2007,-1
2084,996,base,0,2004,-1,2000,-1
3527,1468,base,0,2016,-1,2011,-1
2284,1207,base,0,2021,-1,2001,-1
232,665,base,0,2015,-1,2012,-1
687,1313,base,0,2021,-1,2020,-1
3589,1484,base,0,2016,-1,2008,-1
3921,1754,base,0,2009,-1,2003,-1
4573,4251,base,0,2021,-1,2016,-1
3197,3414,base,0,2020,-1,2013,-1
3856,206,bias,1,2005,16,2005,16
2732,1995,base,0,2008,-1,2007,-1
718,401,base,0,2005,-1,2001,-1
2201,2052,base,0,2013,-1,2011,-1
1664,2959,base,0,2015,-1,2013,-1
2298,4546,base,0,2008,-1,2004,-1
3613,3052,bias,1,2008,17,2008,17
4883,1848,base,0,2014,-1,2007,-1
4729,833,base,0,2022,-1,2001,-1
3052,3613,bias,1,2008,17,2008,17
2764,3460,base,0,2010,-1,2000,-1
1843,430,base,0,2023,-1,2007,-1
407,668,base,0,2003,0,2020,-1
4954,2022,base,0,2015,-1,2006,-1
794,1267,base,0,2014,-1,2009,-1
1358,4211,base,0,2006,-1,2004,-1
2556,4399,base,0,2020,-1,2005,-1
578,2206,base,0,2018,-1,2008,-1
1212,1012,base,0,2021,-1,2017,-1
2697,4786,base,0,2015,-1,2004,-1
3456,260,base,0,2020,-1,2015,-1
898,709,bias,1,2013,2,2013,2
403,3660,base,0,2022,-1,2007,6
2331,3722,base,0,2004,-1,2013,-1
3472,1542,base,0,2019,-1,2009,-1
3219,2451,base,0,2019,-1,2000,-1
4599,2687,base,0,2020,-1,2018,-1
890,4885,base,0,2021,-1,2010,-1
3225,1431,base,0,2023,-1,2019,-1
2702,1884,base,0,2001,-1,2000,-1
3069,925,base,0,2018,-1,2009,-1
1569,1772,base,0,2017,-1,2002,-1
4433,264,base,0,2022,-1,2001,-1
160,4716,base,0,2021,-1,2001,-1
2112,2619,base,0,2009,-1,2001,-1
2238,2531,base,0,2020,-1,2011,-1
1971,1688,base,0,2019,-1,2008,-1
839,4467,base,0,2018,-1,2015,-1
310,716,base,0,2019,-1,2013,-1
1133,1235,base,0,2018,-1,2016,-1
2124,871,base,0,2014,-1,2013,-1
1766,1499,base,0,2022,-1,2008,-1
4021,3790,base,0,2002,-1,2001,-1
3660,2728,bias,1,2007,6,2007,6
1664,2623,base,0,2015,-1,2007,-1
3737,2792,base,0,2016,-1,2011,-1
3686,3816,base,0,2011,-1,2009,-1
4691,1930,base,0,2013,-1,2011,-1
2214,688,bias,1,2004,8,2004,8
1057,3544,base,0,2020,-1,2002,-1
2931,245,base,0,2012,-1,2006,-1
2962,540,base,0,2023,-1,2010,-1
1012,3095,base,0,2017,-1,2009,-1
1824,754,base,0,2023,-1,2005,-1
3986,3595,base,0,2017,-1,2002,-1
3022,1643,base,0,2011,-1,2002,-1
1762,3579,base,0,2014,-1,2004,-1
4189,3995,base,0,2020,-1,2000,-1
2246,2963,base,0,2012,-1,2003,-1
2811,1821,base,0,2009,-1,2002,-1
3061,2380,base,0,2021,-1,2001,-1
1868,4259,base,0,2013,-1,2000,-1
323,2380,base,0,2013,-1,2001,-1
2242,1244,base,0,2018,-1,2012,-1
1675,3337,base,0,2007,-1,2004,-1
1120,2281,base,0,2012,-1,2003,-1
3939,3164,base,0,2018,-1,2012,-1
2531,1438,base,0,2011,-1,2001,-1
2643,1847,base,0,2017,-1,2016,-1
3954,4660,base,0,2013,-1,2004,-1
1212,4274,base,0,2021,-1,2001,-1
440,3460,base,0,2022,-1,2000,-1
3291,1137,base,0,2008,-1,2004,-1
1220,2664,base,0,2016,-1,2007,-1
3143,4415,base,0,2007,-1,2006,-1
714,871,base,0,2020,3,2013,-1
3504,1657,base,0,2008,-1,2005,-1
2766,4519,base,0,2021,-1,2004,-1
2436,3203,base,0,2019,-1,2001,-1
1460,4167,base,0,2004,-1,2003,-1
4143,1211,base,0,2021,-1,2018,-1
396,1236,base,0,2013,-1,2006,-1
3240,1458,base,0,2020,-1,2011,-1
683,1036,base,0,2014,-1,2004,-1
3320,1515,base,0,2021,-1,2002,-1
823,1451,base,0,2023,-1,2017,-1
2382,303,base,0,2011,-1,2003,-1
359,1399,base,0,2002,-1,2001,-1
414,3661,base,0,2010,-1,2003,-1
1087,3535,base,0,2006,-1,2003,-1
4562,4544,base,0,2023,-1,2001,-1
160,2151,base,0,2021,-1,2001,-1
3613,891,bias,1,2008,17,2008,17
3522,1981,base,0,2022,-1,2001,-1
3977,1988,base,0,2022,-1,2018,-1
2019,485,bias,1,2002,11,2002,-1
1285,2319,base,0,2004,-1,2000,-1
4615,1276,base,0,2016,-1,2007,-1
1575,704,base,0,2020,-1,2004,-1
3722,2849,base,0,2013,-1,2005,-1
661,2638,base,0,2005,-1,2000,-1
1278,35,base,0,2022,-1,2011,-1
3716,971,base,0,2010,-1,2005,-1
1771,2989,base,0,2016,-1,2010,-1
3212,1844,base,0,2016,-1,2007,-1
1761,1624,base,0,2005,-1,2002,-1
891,3976,base,0,2008,17,2012,-1
2928,3301,base,0,2012,-1,2007,-1
3391,3368,base,0,2021,-1,2005,-1
400,22,base,0,2014,-1,2005,-1
3124,3236,base,0,2007,-1,2003,-1
3887,2175,base,0,2022,-1,2008,-1
2435,4698,base,0,2020,-1,2016,-1
4761,267,base,0,2023,-1,2011,-1
1283,4153,base,0,2021,-1,2014,12
2873,4360,base,0,2023,-1,2008,-1
1501,2881,bias,1,2019,1,2019,-1
2604,1465,bias,1,2004,8,2004,8
320,2763,base,0,2021,-1,2011,-1
3700,342,base,0,2016,-1,2011,-1
4388,79,base,0,2016,-1,2007,-1
3496,2560,base,0,2018,-1,2006,-1
4351,1269,base,0,2018,-1,2013,-1
1212,4065,base,0,2021,-1,2018,-1
4028,4643,base,0,2019,-1,2016,-1
116,530,base,0,2011,-1,2007,-1
3660,437,bias,1,2007,6,2007,6
2658,123,base,0,2018,-1,2004,-1
4473,4941,base,0,2009,-1,2007,-1
4765,3520,base,0,2022,-1,2010,-1
3242,2541,base,0,2020,-1,2018,-1
2881,4405,base,0,2019,-1,2008,-1
3884,3149,base,0,2021,-1,2005,-1
3708,2236,base,0,2022,-1,2015,-1
699,763,base,0,2020,-1,2018,-1
4184,434,base,0,2018,-1,2017,-1
2568,4616,bias,1,2020,3,2020,3
291,1112,base,0,2019,-1,2004,-1
4016,223,base,0,2021,-1,2016,-1
730,582,base,0,2023,-1,2013,-1
419,4068,base,0,2011,-1,2007,-1
3021,66,base,0,2020,-1,2005,-1
227,849,base,0,2016,7,2007,-1
2543,3802,base,0,2018,-1,2002,-1
584,648,base,0,2018,-1,2012,-1
1284,2226,base,0,2014,-1,2005,-1
4437,4955,base,0,2014,-1,2003,-1
2634,1905,base,0,2016,-1,2005,-1
2972,2732,base,0,2013,-1,2008,-1
1042,111,base,0,2010,-1,2006,-1
1864,3338,base,0,2023,-1,2018,5
4824,1436,base,0,2014,-1,2001,-1
2417,1399,base,0,2016,-1,2001,-1
4196,2448,base,0,2009,-1,2001,-1
237,3185,base,0,2015,-1,2001,-1
3874,1269,base,0,2017,-1,2013,-1
506,1860,base,0,2017,-1,2007,-1
3972,4153,bias,1,2014,12,2014,12
1378,2885,base,0,2016,-1,2011,-1
331,1654,base,0,2015,14,2001,-1
3567,1205,base,0,2014,-1,2006,-1
4710,1981,base,0,2003,-1,2001,-1
2253,2006,base,0,2020,-1,2013,-1
3369,4528,base,0,2019,-1,2006,-1
4973,3621,base,0,2022,-1,2014,-1
2902,2165,base,0,2021,-1,2001,-1
913,1554,base,0,2022,-1,2011,-1
4807,4516,base,0,2022,-1,2014,15
2510,3652,base,0,2013,-1,2003,-1
3570,2281,base,0,2009,-1,2003,-1
3196,2388,base,0,2015,-1,2002,-1
567,2682,base,0,2016,-1,2010,-1
1121,2115,base,0,2023,-1,2017,-1
580,4211,base,0,2013,-1,2004,-1
1875,3138,base,0,2009,-1,2007,-1
2271,4270,base,0,2006,-1,2004,-1
2219,4285,base,0,2014,-1,2011,-1
2959,2361,base,0,2013,-1,2009,-1
570,4900,base,0,2015,-1,2006,-1
1936,3510,base,0,2018,-1,2001,-1
2196,1713,base,0,2011,-1,2006,-1
2200,753,base,0,2007,-1,2004,-1
1080,4204,base,0,2022,-1,2019,-1
2129,2805,base,0,2010,-1,2003,-1
374,2666,base,0,2016,-1,2007,-1
4206,1866,base,0,2017,-1,2016,-1
3259,2808,base,0,2022,-1,2009,-1
3546,2764,base,0,2011,-1,2010,-1
3162,4652,base,0,2020,-1,2016,-1
190,693,base,0,2023,-1,2009,-1
4687,3848,base,0,2023,-1,2022,-1
2403,975,base,0,2019,-1,2003,-1
1959,3945,base,0,2021,-1,2004,-1
1155,786,base,0,2007,-1,2000,-1
606,4093,bias,1,2022,13,2022,13
262,4130,base,0,2019,-1,2010,-1
146,4716,base,0,2006,-1,2001,-1
781,1513,base,0,2021,-1,2013,-1
1434,646,base,0,2012,-1,2006,-1
1197,3492,base,0,2019,-1,2001,-1
293,762,base,0,2015,-1,2009,-1
1989,2088,base,0,2018,-1,2013,-1
4686,4988,base,0,2022,-1,2007,-1
1934,1417,base,0,2012,-1,2001,-1
1041,2004,bias,1,2014,12,2014,12
1470,1339,base,0,2023,-1,2002,-1
170,1454,base,0,2022,-1,2011,-1
4005,156,base,0,2020,-1,2003,-1
4863,893,base,0,2015,-1,2013,-1
2933,1457,base,0,2020,-1,2001,-1
4469,4094,base,0,2018,-1,2014,-1
3645,3124,base,0,2020,-1,2007,-1
729,904,base,0,2022,-1,2013,-1
2160,2378,base,0,2020,-1,2012,-1
3887,4823,base,0,2022,-1,2009,-1
1552,1582,base,0,2016,-1,2003,-1
4944,1284,base,0,2019,-1,2014,-1
2282,568,base,0,2021,-1,2016,-1
2338,4401,base,0,2010,-1,2000,-1
1207,2460,base,0,2001,-1,2000,-1
920,3896,base,0,2011,-1,2000,-1
2216,1041,bias,1,2014,12,2014,12
971,1821,base,0,2005,-1,2002,-1
815,3764,base,0,2014,-1,2002,-1
154,69,base,0,2014,-1,2003,-1
2033,1327,base,0,2003,-1,2002,-1
3078,1296,base,0,2014,-1,2013,-1
1475,2458,base,0,2022,-1,2011,19
580,1009,base,0,2013,-1,2002,-1
147,4972,base,0,2003,0,2015,-1
1814,3572,base,0,2020,-1,2002,-1
3532,3491,base,0,2021,-1,2006,-1
1692,1695,base,0,2020,-1,2005,-1
3321,968,base,0,2008,-1,2004,-1
4430,4994,base,0,2015,-1,2009,-1
2088,2694,base,0,2013,-1,2009,-1
3679,4827,base,0,2018,-1,2001,-1
1922,2622,base,0,2021,-1,2017,-1
3854,549,base,0,2019,-1,2002,-1
1315,2100,base,0,2015,-1,2014,-1
3888,3002,base,0,2023,-1,2014,-1
2371,306,base,0,2008,-1,2000,-1
3076,1055,base,0,2019,-1,2013,-1
442,2983,base,0,2020,-1,2012,-1
1655,4412,base,0,2023,-1,2000,-1
2728,2754,bias,1,2007,6,2007,6
4835,1654,base,0,2021,-1,2001,-1
4881,4540,base,0,2010,-1,2008,-1
333,1092,base,0,2014,-1,2006,-1
1183,633,base,0,2021,-1,2019,-1
3881,80,base,0,2014,-1,2013,-1
4694,3670,base,0,2008,-1,2007,6
4135,3775,base,0,2005,-1,2002,-1
1698,4594,base,0,2010,-1,2001,-1
4028,606,base,0,2019,-1,2022,13
4880,133,base,0,2016,-1,2013,-1
1625,1286,base,0,2017,-1,2002,-1
3121,937,base,0,2014,-1,2007,-1
765,2791,base,0,2020,-1,2006,-1
380,4823,base,0,2015,-1,2009,-1
1937,4853,base,0,2022,-1,2017,-1
1416,4733,base,0,2021,-1,2017,-1
2157,4100,base,0,2015,-1,2009,-1
1736,2337,base,0,2019,-1,2006,-1
2007,631,base,0,2013,-1,2000,-1
793,414,base,0,2022,-1,2010,-1
1718,2400,base,0,2008,-1,2002,-1
4884,2828,base,0,2020,-1,2013,-1
897,3412,base,0,2013,-1,2005,-1
3450,3903,base,0,2007,-1,2003,-1
55,2136,base,0,2011,-1,2007,-1
1581,1322,base,0,2023,-1,2019,1
498,2122,base,0,2018,5,2014,-1
4965,869,base,0,2004,-1,2001,-1
435,3770,base,0,2009,-1,2007,-1
3484,1173,base,0,2019,-1,2008,-1
4690,1441,base,0,2018,-1,2008,-1
3913,580,base,0,2011,-1,2013,-1
4231,1666,bias,1,2019,4,2019,4
