citing_paper_id,cited_paper_id,citing_publication_year,cited_publication_year
2640,3579,2015,2004
980,581,2023,2006
944,1301,2005,2004
1507,3174,2006,2001
2728,1377,2007,2001
1538,4728,2011,2000
3309,4053,2020,2006
2813,3638,2007,2007
3261,2260,2023,2009
3738,2840,2016,2003
2981,3054,2011,2001
4410,1614,2006,2004
551,2053,2002,2000
3468,641,2014,2011
517,2993,2007,2000
1951,4653,2021,2020
4807,2645,2022,2020
1447,4866,2009,2006
629,1631,2015,2005
1561,336,2019,2015
1971,4613,2019,2003
493,1740,2023,2016
560,4345,2011,2006
2973,2519,2023,2008
3914,3974,2018,2000
4174,3330,2017,2013
2983,3533,2012,2010
1121,1632,2023,2012
2264,3497,2016,2010
4571,577,2019,2008
2877,928,2018,2012
2253,3632,2020,2012
3839,4869,2020,2006
1974,1572,2016,2004
2364,1699,2013,2012
4287,1116,2018,2005
4641,1721,2018,2001
2477,1987,2011,2009
2732,4767,2008,2003
715,656,2012,2002
3953,2263,2017,2001
838,2027,2010,2004
1864,1858,2023,2005
4142,4616,2020,2020
3085,2690,2013,2004
4840,1825,2007,2002
4264,1874,2019,2000
2495,4164,2014,2005
4981,1598,2009,2007
671,3346,2020,2016
4330,1118,2016,2014
870,4989,2016,2007
609,4504,2014,2011
3726,4841,2014,2010
4257,3851,2017,2003
2346,4894,2020,2008
3101,3303,2022,2008
1591,4961,2023,2005
4573,447,2021,2000
2193,1082,2016,2013
2590,42,2021,2020
470,692,2014,2011
2908,2553,2019,2018
1759,1685,2010,2004
4225,376,2021,2000
3151,2533,2021,2013
964,2315,2022,2017
1449,1078,2002,2000
4862,2813,2007,2007
4453,1008,2023,2010
3685,1712,2014,2011
4256,2004,2020,2014
4304,3959,2012,2008
1587,3094,2005,2000
4039,546,2007,2004
4671,2446,2017,2005
2301,2254,2023,2019
2049,3627,2019,2003
4915,1765,2015,2010
1835,3984,2008,2006
2861,2686,2016,2006
1193,2627,2008,2005
1628,4464,2023,2005
1303,3285,2020,2018
218,3379,2022,2021
71,2666,2017,2007
4788,3570,2022,2009
755,509,2002,2000
4804,4019,2022,2013
3583,1892,2018,2013
2567,3114,2007,2003
3916,3572,2016,2002
4906,2963,2012,2003
4879,3303,2016,2008
331,3927,2015,2012
698,1098,2023,2014
493,4196,2023,2009
2636,3779,2008,2000
4815,1490,2021,2016
4565,4341,2021,2005
3364,449,2021,2014
3765,2807,2023,2002
175,2388,2012,2002
3608,1472,2009,2007
2963,1998,2003,2000
2621,4745,2015,2002
4110,4200,2014,2000
954,2897,2020,2017
2819,64,2008,2003
4234,4728,2021,2000
2435,4821,2020,2018
3611,273,2009,2002
23,4734,2001,2000
520,3334,2011,2004
3763,4392,2023,2016
4715,4851,2017,2009
4347,2257,2005,2002
2720,1436,2021,2001
127,3718,2021,2017
2118,4579,2022,2014
1397,234,2020,2000
449,2459,2014,2008
1577,2959,2014,2013
4006,2567,2011,2007
973,1054,2019,2004
2134,4452,2007,2003
1037,1387,2011,2005
2985,3508,2023,2013
2744,4240,2023,2006
3375,4636,2021,2020
4428,2717,2016,2011
4562,1977,2023,2003
4565,2154,2021,2008
1407,3306,2020,2019
841,1927,2016,2016
2294,1035,2021,2016
2466,2223,2017,2010
1465,3473,2004,2017
2291,4323,2012,2001
594,840,2020,2014
4334,2059,2019,2004
1188,4905,2018,2008
4248,3551,2016,2010
765,3468,2020,2014
842,4701,2022,2004
3855,2340,2019,2008
4641,490,2018,2009
351,2625,2013,2008
2382,1229,2011,2008
4900,2408,2006,2004
4516,4677,2014,2014
3021,1631,2020,2005
2603,1084,2012,2007
2084,996,2004,2000
3527,1468,2016,2011
2284,1207,2021,2001
232,665,2015,2012
687,1313,2021,2020
3589,1484,2016,2008
3921,1754,2009,2003
4573,4251,2021,2016
3197,3414,2020,2013
3856,206,2005,2005
2732,1995,2008,2007
718,401,2005,2001
2201,2052,2013,2011
1664,2959,2015,2013
2298,4546,2008,2004
3613,3052,2008,2008
4883,1848,2014,2007
4729,833,2022,2001
3052,3613,2008,2008
2764,3460,2010,2000
1843,430,2023,2007
407,668,2003,2020
4954,2022,2015,2006
794,1267,2014,2009
1358,4211,2006,2004
2556,4399,2020,2005
578,2206,2018,2008
1212,1012,2021,2017
2697,4786,2015,2004
3456,260,2020,2015
898,709,2013,2013
403,3660,2022,2007
2331,3722,2004,2013
3472,1542,2019,2009
3219,2451,2019,2000
4599,2687,2020,2018
890,4885,2021,2010
3225,1431,2023,2019
2702,1884,2001,2000
3069,925,2018,2009
1569,1772,2017,2002
4433,264,2022,2001
160,4716,2021,2001
2112,2619,2009,2001
2238,2531,2020,2011
1971,1688,2019,2008
839,4467,2018,2015
310,716,2019,2013
1133,1235,2018,2016
2124,871,2014,2013
1766,1499,2022,2008
4021,3790,2002,2001
3660,2728,2007,2007
1664,2623,2015,2007
3737,2792,2016,2011
3686,3816,2011,2009
4691,1930,2013,2011
2214,688,2004,2004
1057,3544,2020,2002
2931,245,2012,2006
2962,540,2023,2010
1012,3095,2017,2009
1824,754,2023,2005
3986,3595,2017,2002
3022,1643,2011,2002
1762,3579,2014,2004
4189,3995,2020,2000
2246,2963,2012,2003
2811,1821,2009,2002
3061,2380,2021,2001
1868,4259,2013,2000
323,2380,2013,2001
2242,1244,2018,2012
1675,3337,2007,2004
1120,2281,2012,2003
3939,3164,2018,2012
2531,1438,2011,2001
2643,1847,2017,2016
3954,4660,2013,2004
1212,4274,2021,2001
440,3460,2022,2000
3291,1137,2008,2004
1220,2664,2016,2007
3143,4415,2007,2006
714,871,2020,2013
3504,1657,2008,2005
2766,4519,2021,2004
2436,3203,2019,2001
1460,4167,2004,2003
4143,1211,2021,2018
396,1236,2013,2006
3240,1458,2020,2011
683,1036,2014,2004
3320,1515,2021,2002
823,1451,2023,2017
2382,303,2011,2003
359,1399,2002,2001
414,3661,2010,2003
1087,3535,2006,2003
4562,4544,2023,2001
160,2151,2021,2001
3613,891,2008,2008
3522,1981,2022,2001
3977,1988,2022,2018
2019,485,2002,2002
1285,2319,2004,2000
4615,1276,2016,2007
1575,704,2020,2004
3722,2849,2013,2005
661,2638,2005,2000
1278,35,2022,2011
3716,971,2010,2005
1771,2989,2016,2010
3212,1844,2016,2007
1761,1624,2005,2002
891,3976,2008,2012
2928,3301,2012,2007
3391,3368,2021,2005
400,22,2014,2005
3124,3236,2007,2003
3887,2175,2022,2008
2435,4698,2020,2016
4761,267,2023,2011
1283,4153,2021,2014
2873,4360,2023,2008
1501,2881,2019,2019
2604,1465,2004,2004
320,2763,2021,2011
3700,342,2016,2011
4388,79,2016,2007
3496,2560,2018,2006
4351,1269,2018,2013
1212,4065,2021,2018
4028,4643,2019,2016
116,530,2011,2007
3660,437,2007,2007
2658,123,2018,2004
4473,4941,2009,2007
4765,3520,2022,2010
3242,2541,2020,2018
2881,4405,2019,2008
3884,3149,2021,2005
3708,2236,2022,2015
699,763,2020,2018
4184,434,2018,2017
2568,4616,2020,2020
291,1112,2019,2004
4016,223,2021,2016
730,582,2023,2013
419,4068,2011,2007
3021,66,2020,2005
227,849,2016,2007
2543,3802,2018,2002
584,648,2018,2012
1284,2226,2014,2005
4437,4955,2014,2003
2634,1905,2016,2005
2972,2732,2013,2008
1042,111,2010,2006
1864,3338,2023,2018
4824,1436,2014,2001
2417,1399,2016,2001
4196,2448,2009,2001
237,3185,2015,2001
3874,1269,2017,2013
506,1860,2017,2007
3972,4153,2014,2014
1378,2885,2016,2011
331,1654,2015,2001
3567,1205,2014,2006
4710,1981,2003,2001
2253,2006,2020,2013
3369,4528,2019,2006
4973,3621,2022,2014
2902,2165,2021,2001
913,1554,2022,2011
4807,4516,2022,2014
2510,3652,2013,2003
3570,2281,2009,2003
3196,2388,2015,2002
567,2682,2016,2010
1121,2115,2023,2017
580,4211,2013,2004
1875,3138,2009,2007
2271,4270,2006,2004
2219,4285,2014,2011
2959,2361,2013,2009
570,4900,2015,2006
1936,3510,2018,2001
2196,1713,2011,2006
2200,753,2007,2004
1080,4204,2022,2019
2129,2805,2010,2003
374,2666,2016,2007
4206,1866,2017,2016
3259,2808,2022,2009
3546,2764,2011,2010
3162,4652,2020,2016
190,693,2023,2009
4687,3848,2023,2022
2403,975,2019,2003
1959,3945,2021,2004
1155,786,2007,2000
606,4093,2022,2022
262,4130,2019,2010
146,4716,2006,2001
781,1513,2021,2013
1434,646,2012,2006
1197,3492,2019,2001
293,762,2015,2009
1989,2088,2018,2013
4686,4988,2022,2007
1934,1417,2012,2001
1041,2004,2014,2014
1470,1339,2023,2002
170,1454,2022,2011
4005,156,2020,2003
4863,893,2015,2013
2933,1457,2020,2001
4469,4094,2018,2014
3645,3124,2020,2007
729,904,2022,2013
2160,2378,2020,2012
3887,4823,2022,2009
1552,1582,2016,2003
4944,1284,2019,2014
2282,568,2021,2016
2338,4401,2010,2000
1207,2460,2001,2000
920,3896,2011,2000
2216,1041,2014,2014
971,1821,2005,2002
815,3764,2014,2002
154,69,2014,2003
2033,1327,2003,2002
3078,1296,2014,2013
1475,2458,2022,2011
580,1009,2013,2002
147,4972,2003,2015
1814,3572,2020,2002
3532,3491,2021,2006
1692,1695,2020,2005
3321,968,2008,2004
4430,4994,2015,2009
2088,2694,2013,2009
3679,4827,2018,2001
1922,2622,2021,2017
3854,549,2019,2002
1315,2100,2015,2014
3888,3002,2023,2014
2371,306,2008,2000
3076,1055,2019,2013
442,2983,2020,2012
1655,4412,2023,2000
2728,2754,2007,2007
4835,1654,2021,2001
4881,4540,2010,2008
333,1092,2014,2006
1183,633,2021,2019
3881,80,2014,2013
4694,3670,2008,2007
4135,3775,2005,2002
1698,4594,2010,2001
4028,606,2019,2022
4880,133,2016,2013
1625,1286,2017,2002
3121,937,2014,2007
765,2791,2020,2006
380,4823,2015,2009
1937,4853,2022,2017
1416,4733,2021,2017
2157,4100,2015,2009
1736,2337,2019,2006
2007,631,2013,2000
793,414,2022,2010
1718,2400,2008,2002
4884,2828,2020,2013
897,3412,2013,2005
3450,3903,2007,2003
55,2136,2011,2007
1581,1322,2023,2019
498,2122,2018,2014
4965,869,2004,2001
435,3770,2009,2007
3484,1173,2019,2008
4690,1441,2018,2008
3913,580,2011,2013
4231,1666,2019,2019
2466,2733,2017,2007
4019,4568,2013,2006
1329,858,2022,2004
1043,2126,2008,2000
4000,2027,2012,2004
4146,4591,2009,2005
4139,4931,2013,2012
961,3572,2023,2002
4371,2943,2021,2020
3059,3588,2018,2003
3336,2380,2019,2001
3149,4439,2005,2003
2408,3980,2004,2001
1560,2180,2006,2000
4813,1638,2011,2004
4779,3774,2018,2006
4367,3135,2018,2002
407,147,2003,2003
2533,1691,2013,2012
4005,2243,2020,2014
4785,3385,2021,2008
678,3437,2017,2006
3232,316,2007,2000
3064,3204,2014,2008
3723,313,2017,2006
3579,786,2004,2000
3993,896,2021,2012
1222,3886,2021,2016
1831,1267,2016,2009
3480,3383,2004,2001
4338,3024,2020,2000
1396,300,2016,2002
3973,4015,2021,2001
4724,1536,2021,2012
3675,1380,2016,2005
2387,4309,2017,2015
293,4564,2015,2005
2980,4113,2005,2000
3042,733,2001,2000
4423,2566,2019,2006
962,763,2022,2018
3182,1576,2018,2013
3158,2323,2015,2014
3372,4740,2022,2016
308,704,2020,2004
722,2664,2014,2007
2357,4991,2013,2012
2615,1998,2019,2000
824,227,2016,2016
4926,3189,2016,2008
2356,3417,2023,2010
4161,3335,2017,2015
4745,3486,2002,2000
498,3338,2018,2018
1461,1173,2011,2008
3295,1024,2019,2000
2687,4262,2018,2012
3162,4829,2020,2009
4459,1804,2023,2023
4723,1510,2010,2009
4804,4600,2022,2014
957,337,2022,2018
557,3913,2023,2011
1424,1768,2023,2013
4406,3240,2023,2020
349,467,2023,2021
4002,2479,2021,2016
3878,1714,2008,2001
584,4990,2018,2007
4007,3184,2014,2010
229,1733,2005,2004
1305,3181,2022,2005
349,3776,2023,2000
607,2542,2010,2004
2844,3945,2009,2004
148,2659,2019,2004
144,4985,2012,2010
2019,4696,2002,2002
4285,780,2011,2001
1661,2045,2017,2011
4067,139,2010,2006
2650,487,2021,2003
3151,2910,2021,2014
4221,3712,2001,2000
1602,2173,2018,2017
452,742,2015,2000
3636,629,2020,2015
4487,2571,2022,2019
87,1678,2014,2012
2293,1460,2021,2004
1817,2338,2013,2010
1579,4965,2014,2004
4602,1309,2018,2009
1533,2252,2017,2015
159,916,2018,2006
2930,4101,2016,2009
3828,1951,2022,2021
845,2566,2021,2006
2964,4421,2020,2005
1236,4706,2006,2003
876,3770,2014,2007
1132,4036,2018,2015
4088,2281,2022,2003
3426,3361,2021,2008
1088,3926,2018,2010
877,902,2023,2014
2871,2102,2019,2017
3389,4297,2005,2003
180,1903,2007,2005
1804,2427,2023,2007
4362,428,2012,2002
4721,3006,2021,2009
3230,3926,2019,2010
1973,4880,2017,2016
2755,3490,2012,2008
3406,3735,2015,2012
987,2445,2018,2011
1179,3987,2004,2002
2051,675,2010,2002
739,3232,2021,2007
827,2343,2019,2001
4157,2903,2016,2012
3808,68,2018,2009
4123,2057,2017,2004
2430,840,2019,2014
155,2096,2010,2001
2430,963,2019,2008
255,4766,2017,2004
732,4703,2021,2017
2475,3344,2019,2003
3163,3054,2020,2001
862,2046,2020,2008
88,3840,2020,2012
3568,4853,2019,2017
4777,1172,2008,2007
1034,1639,2002,2001
4218,950,2023,2004
1234,2334,2007,2004
1887,3677,2021,2003
2965,4204,2023,2019
4500,4072,2011,2007
4459,3992,2023,2023
3905,2352,2014,2008
1545,1956,2012,2009
973,3449,2019,2000
188,4570,2014,2005
3206,3203,2014,2001
1885,4820,2012,2009
226,4578,2004,2002
192,4010,2019,2013
4729,4473,2022,2009
1122,1894,2019,2014
2706,2660,2016,2011
4465,1275,2007,2006
3348,2771,2023,2001
3081,1803,2020,2002
465,3226,2018,2014
3391,372,2021,2009
3874,3123,2017,2013
2219,2763,2014,2011
2404,2168,2007,2003
811,392,2019,2000
3472,3393,2019,2016
700,2047,2007,2000
794,3241,2014,2002
4459,1405,2023,2003
4955,731,2003,2000
1347,1140,2013,2009
1371,2261,2017,2003
2826,2000,2002,2007
961,3923,2023,2022
4352,2898,2021,2019
970,4571,2023,2019
3262,4448,2013,2000
1007,1144,2012,2007
2678,3459,2020,2015
999,2039,2011,2002
206,1052,2005,2005
3680,2168,2020,2003
3550,3727,2007,2003
837,1085,2015,2007
871,3129,2013,2011
3234,2160,2022,2020
550,1933,2016,2012
2978,2298,2009,2008
3758,4228,2020,2011
1209,3659,2010,2001
1703,3201,2009,2002
3752,255,2021,2017
4875,2368,2016,2000
3487,2764,2011,2010
4006,4506,2011,2005
1146,3742,2014,2005
3922,895,2014,2001
4747,3677,2014,2003
4672,3609,2015,2004
383,3430,2022,2004
2363,2125,2012,2001
1392,3195,2020,2011
3638,2813,2007,2007
3570,1126,2009,2004
1715,4561,2012,2001
540,2281,2010,2003
1553,34,2020,2018
697,2033,2011,2003
504,1238,2023,2012
1478,1834,2015,2003
2802,3519,2004,2002
2845,3606,2023,2014
3966,535,2015,2006
3242,2248,2020,2018
824,4022,2016,2002
1914,3111,2019,2007
1845,1507,2010,2006
2581,1000,2021,2014
2301,2953,2023,2000
407,519,2003,2003
3078,724,2014,2009
3129,1066,2011,2007
635,2212,2006,2005
3360,3778,2014,2004
4862,4718,2007,2010
1725,4360,2015,2008
2076,4916,2004,2001
3831,4061,2022,2012
1862,1960,2021,2014
2922,1663,2017,2004
1130,3512,2012,2002
3908,3769,2018,2017
2826,445,2002,2011
1523,2930,2022,2016
4391,1689,2021,2012
4402,4778,2018,2005
4119,453,2021,2007
4153,2004,2014,2014
2684,1513,2014,2013
3400,2465,2012,2003
1193,1612,2008,2005
1791,1905,2004,2005
2127,352,2022,2020
218,599,2022,2020
2630,881,2009,2003
3293,1850,2018,2017
1097,2166,2014,2005
1872,737,2021,2010
3878,2853,2008,2006
4378,4030,2021,2010
4257,1939,2017,2003
11,579,2023,2011
4747,3639,2014,2002
2880,1177,2013,2000
1280,4370,2023,2014
1848,1101,2007,2006
1137,1939,2004,2003
3182,3797,2018,2003
3771,665,2016,2012
648,3458,2012,2011
797,2714,2013,2009
1609,3918,2016,2000
4679,1607,2012,2001
947,2383,2023,2004
3923,328,2022,2021
1565,2343,2002,2001
1052,206,2005,2005
2167,4854,2013,2001
169,901,2010,2002
2278,53,2023,2014
3528,2944,2022,2009
1628,3915,2023,2004
3432,916,2008,2006
756,3051,2020,2001
3688,4112,2020,2010
4250,2130,2013,2009
4288,4129,2012,2008
1853,2053,2014,2000
4980,4042,2021,2020
809,2226,2018,2005
3017,4452,2023,2003
3910,2565,2005,2003
3924,1726,2020,2005
1665,2705,2012,2002
548,533,2023,2018
4486,2676,2023,2004
2426,678,2018,2017
1766,4529,2022,2014
791,3613,2008,2008
101,4813,2004,2011
241,3135,2018,2002
2220,381,2011,2006
1960,1435,2014,2010
1810,1982,2015,2014
4898,705,2021,2008
3917,1254,2022,2001
609,2679,2014,2007
3433,3945,2016,2004
301,2945,2015,2004
87,1652,2014,2004
2206,496,2008,2003
3063,460,2023,2021
3434,4781,2023,2002
1805,2289,2023,2009
1556,2961,2023,2019
762,1820,2009,2006
2634,2318,2016,2009
1764,2602,2022,2022
2521,2459,2012,2008
4577,3787,2019,2000
4928,4630,2017,2009
2616,3698,2022,2011
4199,1637,2014,2013
1810,3038,2015,2006
1985,2669,2005,2000
923,4503,2019,2004
2,613,2014,2011
2247,372,2021,2009
4657,390,2014,2012
2568,4142,2020,2020
2249,3338,2018,2018
1540,1923,2022,2002
453,4261,2007,2000
1439,1058,2020,2004
4956,1078,2007,2000
3765,4367,2023,2018
3991,2599,2020,2000
2333,4393,2015,2003
3917,3454,2022,2007
4285,3217,2011,2002
2502,3989,2013,2011
4092,1101,2017,2006
3121,3043,2014,2005
3452,644,2018,2009
932,2827,2014,2013
4245,1200,2020,2002
4298,1753,2022,2011
2745,3788,2020,2003
4884,1269,2020,2013
3243,2084,2020,2004
2572,524,2019,2001
451,4321,2021,2007
2824,1975,2021,2018
1420,2748,2023,2006
464,4472,2015,2010
4064,4075,2014,2003
762,1125,2009,2007
4913,253,2017,2000
2823,3338,2009,2018
266,4748,2015,2015
1307,3462,2017,2006
2175,969,2008,2003
1544,4081,2022,2012
3278,3739,2021,2000
1805,1883,2023,2012
99,1089,2011,2005
3329,1266,2010,2009
560,1494,2011,2006
2728,3660,2007,2007
2962,2127,2023,2022
782,522,2021,2011
4312,3915,2013,2004
438,4355,2023,2011
3750,293,2017,2015
1712,58,2011,2002
3670,2728,2007,2007
371,304,2001,2000
764,2952,2016,2002
2530,4596,2012,2000
246,3069,2019,2018
408,2059,2016,2004
2273,684,2006,2000
1363,2462,2013,2002
4831,2448,2013,2001
1251,1752,2018,2014
457,1128,2015,2003
3557,3412,2006,2005
609,2047,2014,2000
1424,3085,2023,2013
4875,553,2016,2003
930,3329,2014,2010
598,780,2012,2001
3039,4844,2021,2000
2243,3318,2014,2008
2973,3380,2023,2011
3522,4988,2022,2007
1163,3158,2023,2015
174,414,2019,2010
3096,3975,2019,2003
2430,2515,2019,2004
3468,3605,2014,2005
1849,2241,2020,2010
2602,606,2022,2022
572,2462,2012,2002
1329,1194,2022,2020
390,3263,2012,2005
1726,1746,2005,2000
2625,3592,2008,2004
937,306,2007,2000
2118,724,2022,2009
2834,4250,2018,2013
1839,219,2021,2003
97,505,2023,2011
4343,783,2009,2002
1034,298,2002,2001
3400,1376,2012,2005
3925,502,2020,2016
4801,874,2019,2014
1621,2302,2019,2009
2772,4861,2020,2014
640,4948,2018,2001
4955,211,2003,2000
2903,535,2012,2006
1926,4249,2013,2006
4960,1629,2012,2002
4877,2599,2020,2000
3758,1803,2020,2002
55,3241,2011,2002
3952,2384,2015,2007
1716,2187,2013,2011
676,999,2018,2011
4912,3167,2007,2005
2672,3296,2023,2013
4066,4968,2008,2006
2644,130,2007,2002
3597,1009,2012,2002
4633,3572,2017,2002
2458,4478,2011,2011
2555,4716,2002,2001
3577,1112,2016,2004
4158,4988,2015,2007
3389,3176,2005,2002
1164,2557,2019,2019
3620,3483,2012,2007
4711,1689,2017,2012
3033,2980,2016,2005
1805,3653,2023,2018
1710,1652,2013,2004
243,1675,2018,2007
961,2416,2023,2011
3107,1881,2010,2000
4431,375,2014,2007
3966,630,2015,2012
4570,3166,2005,2003
3547,2591,2014,2005
1804,4459,2023,2023
3282,4268,2018,2008
2032,2185,2023,2014
4,492,2007,2000
3856,2286,2005,2011
4378,3165,2021,2001
904,788,2013,2011
2311,255,2018,2017
1041,2216,2014,2014
969,2953,2003,2000
3828,215,2022,2020
1257,3609,2017,2004
4478,1069,2011,2011
4121,1370,2008,2005
3010,4075,2004,2003
1833,4718,2019,2010
1292,4185,2002,2001
2389,4338,2021,2020
2640,3044,2015,2013
4883,1413,2014,2006
317,3425,2015,2010
2016,4080,2014,2001
1146,292,2014,2002
3200,1464,2020,2009
4107,13,2007,2003
1302,3951,2021,2014
653,1907,2008,2006
1626,138,2017,2013
1960,4522,2014,2006
4404,2006,2016,2013
1982,2174,2014,2012
2725,3460,2019,2000
4706,0,2003,2003
2099,2911,2023,2014
2016,1715,2014,2012
2772,491,2020,2018
4900,660,2006,2000
2822,522,2021,2011
2363,1028,2012,2008
4931,4716,2012,2001
861,3247,2021,2003
42,2945,2020,2004
293,3852,2015,2007
4130,969,2010,2003
3429,2692,2023,2021
2019,2826,2002,2002
3421,2371,2020,2008
446,2481,2020,2005
4490,4066,2015,2008
3380,3412,2011,2005
4205,594,2023,2020
1428,3182,2019,2018
599,2632,2020,2016
323,1043,2013,2008
2466,3447,2017,2013
380,4419,2015,2008
1847,3921,2016,2009
2565,965,2003,2002
2051,211,2010,2000
820,1356,2004,2001
3208,3967,2010,2008
4707,30,2010,2009
4857,1506,2021,2019
4576,2657,2018,2012
782,1380,2021,2005
3635,927,2021,2008
3899,459,2008,2004
3410,4018,2016,2003
4379,3201,2020,2002
3808,745,2018,2002
2320,4858,2022,2000
2939,64,2004,2003
840,655,2014,2000
4023,4278,2014,2003
3714,4201,2022,2010
3741,4515,2018,2015
2243,1574,2014,2000
4142,4717,2020,2020
1865,803,2008,2001
903,2700,2022,2007
3925,1254,2020,2001
3375,1923,2021,2002
3653,2879,2018,2016
518,4415,2009,2006
4677,3798,2014,2014
1477,662,2021,2020
147,519,2003,2003
4282,872,2018,2012
1013,1496,2023,2014
2988,1332,2017,2004
4532,3545,2022,2002
883,173,2007,2000
1951,3439,2021,2008
4631,843,2017,2015
4987,2592,2015,2014
4435,580,2016,2013
1909,1785,2011,2011
1467,3134,2014,2012
4416,1413,2016,2006
27,3149,2021,2005
2549,2242,2023,2018
3149,3790,2005,2001
1272,4394,2022,2015
1242,2799,2018,2007
3297,2230,2023,2010
913,3626,2022,2021
4636,336,2020,2015
4813,4578,2011,2002
2942,1543,2016,2001
299,2100,2021,2014
443,888,2022,2014
2790,703,2022,2017
1434,4150,2012,2005
2783,4516,2014,2014
908,4311,2017,2013
4526,4296,2019,2013
