citing_paper_id,cited_paper_id,edge_source,edge_is_biased,citing_publication_year,biased_group_id_x,cited_publication_year,biased_group_id_y
293,78,base,0,2021,-1,2013,-1
558,300,base,0,2022,-1,2020,-1
3,223,bias,1,2013,0,2013,0
344,134,base,0,2012,-1,2010,-1
517,440,base,0,2014,-1,2010,-1
214,475,bias,1,2014,4,2014,4
372,441,base,0,2022,-1,2012,-1
273,163,base,0,2021,-1,2012,-1
551,277,base,0,2019,-1,2013,-1
538,457,base,0,2019,-1,2011,-1
41,31,base,0,2021,-1,2019,-1
502,454,base,0,2015,-1,2011,-1
306,344,base,0,2013,-1,2012,-1
576,311,base,0,2021,-1,2017,-1
51,583,bias,1,2021,3,2021,3
126,465,base,0,2017,-1,2016,-1
279,127,base,0,2020,-1,2017,-1
423,256,bias,1,2021,5,2021,5
317,472,base,0,2021,-1,2018,-1
199,371,base,0,2023,-1,2012,-1
40,366,base,0,2021,-1,2011,-1
301,226,base,0,2013,-1,2012,-1
89,327,base,0,2022,-1,2019,-1
514,172,base,0,2021,-1,2019,-1
12,587,base,0,2020,-1,2014,-1
525,163,base,0,2016,-1,2012,-1
60,234,base,0,2021,-1,2010,-1
182,519,base,0,2023,-1,2021,3
27,85,base,0,2021,-1,2014,4
19,552,base,0,2015,-1,2010,-1
321,58,base,0,2016,-1,2013,-1
388,344,base,0,2020,-1,2012,-1
437,320,base,0,2022,-1,2011,-1
247,416,base,0,2019,-1,2010,-1
418,255,bias,1,2021,2,2021,2
587,414,base,0,2014,-1,2012,-1
156,77,base,0,2015,-1,2010,-1
238,517,base,0,2017,-1,2014,-1
359,151,base,0,2023,-1,2017,-1
198,357,base,0,2022,-1,2017,-1
469,146,base,0,2019,-1,2011,-1
251,88,base,0,2016,-1,2015,-1
165,552,base,0,2014,-1,2010,-1
271,475,bias,1,2014,4,2014,4
338,483,base,0,2020,-1,2017,-1
583,252,base,0,2021,3,2011,-1
74,9,base,0,2013,0,2012,-1
348,475,bias,1,2014,4,2014,4
519,552,base,0,2021,3,2010,-1
561,0,base,0,2022,-1,2016,-1
299,129,base,0,2021,-1,2012,-1
406,132,bias,1,2015,1,2015,1
144,358,base,0,2017,-1,2013,-1
179,132,base,0,2013,-1,2015,1
467,577,base,0,2019,-1,2014,-1
361,51,bias,1,2021,3,2021,3
453,304,base,0,2016,-1,2012,-1
464,379,base,0,2021,2,2014,-1
514,382,base,0,2021,-1,2017,-1
316,347,base,0,2020,-1,2015,-1
241,395,base,0,2017,-1,2015,-1
273,460,base,0,2021,-1,2017,-1
518,271,base,0,2016,-1,2014,4
581,86,base,0,2023,-1,2019,-1
135,357,base,0,2020,-1,2017,-1
505,448,base,0,2019,-1,2021,3
296,81,base,0,2022,-1,2013,-1
83,596,base,0,2023,-1,2019,-1
448,51,bias,1,2021,3,2021,3
3,74,bias,1,2013,0,2013,0
448,361,bias,1,2021,3,2021,3
39,481,base,0,2019,-1,2013,-1
276,570,base,0,2016,-1,2012,-1
117,557,base,0,2022,-1,2017,-1
393,473,base,0,2023,-1,2017,-1
472,288,base,0,2018,-1,2015,-1
293,483,base,0,2021,-1,2017,-1
85,348,bias,1,2014,4,2014,4
175,546,base,0,2022,-1,2018,-1
495,353,base,0,2018,-1,2010,-1
462,123,base,0,2018,-1,2017,-1
224,332,base,0,2022,-1,2011,-1
570,26,base,0,2012,-1,2011,-1
63,461,base,0,2019,-1,2010,-1
91,587,base,0,2019,-1,2014,-1
95,223,base,0,2023,-1,2013,0
260,3,bias,1,2013,0,2013,0
214,271,bias,1,2014,4,2014,4
217,256,bias,1,2021,5,2021,5
449,127,base,0,2023,-1,2017,-1
335,226,base,0,2021,-1,2012,-1
437,527,base,0,2022,-1,2013,-1
406,545,bias,1,2015,1,2015,1
478,130,base,0,2018,-1,2010,-1
46,38,base,0,2021,2,2020,-1
74,223,bias,1,2013,0,2013,0
170,454,base,0,2020,-1,2011,-1
361,448,bias,1,2021,3,2021,3
425,179,base,0,2021,-1,2013,-1
40,316,base,0,2021,-1,2020,-1
429,551,base,0,2022,-1,2019,-1
319,360,base,0,2018,-1,2012,-1
347,226,base,0,2015,-1,2012,-1
61,101,base,0,2023,-1,2021,-1
166,185,base,0,2019,-1,2016,-1
475,543,base,0,2014,4,2014,-1
97,320,base,0,2023,-1,2011,-1
221,238,base,0,2023,-1,2017,-1
497,70,base,0,2023,-1,2021,-1
493,302,base,0,2015,-1,2012,-1
83,278,base,0,2023,-1,2016,-1
65,487,base,0,2019,-1,2012,-1
51,553,base,0,2021,3,2011,-1
540,428,base,0,2019,-1,2017,-1
486,74,base,0,2021,-1,2013,0
394,590,base,0,2023,-1,2010,-1
520,82,base,0,2015,-1,2011,-1
484,390,base,0,2023,-1,2014,-1
65,424,base,0,2019,-1,2012,-1
46,590,base,0,2021,2,2010,-1
390,479,base,0,2014,-1,2013,-1
270,517,base,0,2023,-1,2014,-1
281,599,base,0,2020,-1,2013,-1
111,254,base,0,2018,-1,2010,-1
554,36,base,0,2015,1,2010,-1
337,96,base,0,2014,-1,2013,-1
132,432,bias,1,2015,1,2015,-1
546,244,base,0,2018,-1,2010,-1
317,527,base,0,2021,-1,2013,-1
475,348,bias,1,2014,4,2014,4
588,75,base,0,2016,-1,2012,-1
38,179,base,0,2020,-1,2013,-1
229,28,base,0,2017,-1,2014,-1
592,3,bias,1,2013,0,2013,0
296,38,base,0,2022,-1,2020,-1
591,320,base,0,2023,-1,2011,-1
551,269,base,0,2019,-1,2012,-1
456,56,base,0,2019,-1,2016,-1
444,353,base,0,2019,-1,2010,-1
102,140,base,0,2018,-1,2018,-1
497,452,base,0,2023,-1,2015,-1
46,255,bias,1,2021,2,2021,2
83,429,base,0,2023,-1,2022,-1
49,51,base,0,2018,-1,2021,3
523,118,base,0,2023,-1,2022,-1
10,529,base,0,2016,-1,2011,-1
198,376,base,0,2022,-1,2013,-1
446,503,base,0,2019,-1,2010,-1
296,335,base,0,2022,-1,2021,-1
256,510,bias,1,2021,5,2021,5
42,460,base,0,2023,-1,2017,-1
237,295,base,0,2021,-1,2015,-1
545,132,bias,1,2015,1,2015,1
140,261,base,0,2018,-1,2011,-1
255,124,base,0,2021,2,2010,-1
407,556,base,0,2021,-1,2018,-1
475,271,bias,1,2014,4,2014,4
592,223,bias,1,2013,0,2013,0
574,332,base,0,2022,-1,2011,-1
449,536,base,0,2023,-1,2012,-1
95,433,base,0,2023,-1,2012,-1
538,116,base,0,2019,-1,2018,-1
256,217,bias,1,2021,5,2021,5
231,132,bias,1,2015,1,2015,1
418,464,bias,1,2021,2,2021,2
202,435,base,0,2015,-1,2010,-1
53,358,base,0,2016,-1,2013,-1
475,214,bias,1,2014,4,2014,4
528,127,base,0,2022,-1,2017,-1
573,416,base,0,2018,-1,2010,-1
88,67,base,0,2015,-1,2011,-1
150,25,base,0,2023,-1,2015,-1
311,504,base,0,2017,-1,2013,-1
445,161,base,0,2015,-1,2014,-1
309,14,base,0,2018,-1,2014,-1
241,371,base,0,2017,-1,2012,-1
426,191,base,0,2018,-1,2016,-1
373,243,base,0,2018,-1,2013,-1
539,315,base,0,2016,-1,2010,-1
509,597,base,0,2021,-1,2015,-1
597,315,base,0,2015,-1,2010,-1
464,50,bias,1,2021,2,2021,2
593,329,base,0,2014,-1,2013,-1
271,85,bias,1,2014,4,2014,4
550,218,base,0,2019,-1,2010,-1
516,461,base,0,2021,-1,2010,-1
501,152,base,0,2019,-1,2014,-1
352,131,base,0,2020,-1,2017,-1
2,283,base,0,2022,-1,2015,-1
467,136,base,0,2019,-1,2014,-1
113,511,base,0,2021,-1,2010,-1
47,332,base,0,2016,-1,2011,-1
194,256,base,0,2015,-1,2021,5
382,347,base,0,2017,-1,2015,-1
259,423,bias,1,2021,5,2021,5
405,317,base,0,2023,-1,2021,-1
316,184,base,0,2020,-1,2016,-1
496,244,base,0,2019,-1,2010,-1
323,122,base,0,2019,-1,2018,-1
101,376,base,0,2021,-1,2013,-1
348,286,base,0,2014,4,2013,-1
43,294,base,0,2023,-1,2020,-1
109,566,base,0,2017,-1,2016,-1
194,260,base,0,2015,-1,2013,0
245,59,base,0,2023,-1,2018,-1
53,159,base,0,2016,-1,2010,-1
243,331,base,0,2013,-1,2010,-1
71,282,base,0,2016,-1,2010,-1
478,510,base,0,2018,-1,2021,5
292,433,base,0,2018,-1,2012,-1
330,230,base,0,2021,-1,2020,-1
151,440,base,0,2017,-1,2010,-1
110,391,base,0,2019,-1,2016,-1
195,19,base,0,2021,-1,2015,-1
421,254,base,0,2023,-1,2010,-1
245,248,base,0,2023,-1,2013,-1
314,163,base,0,2017,-1,2012,-1
59,593,base,0,2018,-1,2014,-1
224,141,base,0,2022,-1,2021,-1
477,529,base,0,2016,-1,2011,-1
554,406,bias,1,2015,1,2015,1
259,16,base,0,2021,5,2017,-1
6,163,base,0,2014,-1,2012,-1
241,105,base,0,2017,-1,2014,-1
231,554,bias,1,2015,1,2015,1
452,218,base,0,2015,-1,2010,-1
307,519,base,0,2016,-1,2021,3
486,17,base,0,2021,-1,2017,-1
114,63,base,0,2021,-1,2019,-1
593,459,base,0,2014,-1,2010,-1
179,415,base,0,2013,-1,2010,-1
190,14,base,0,2022,-1,2014,-1
321,244,base,0,2016,-1,2010,-1
185,146,base,0,2016,-1,2011,-1
219,349,base,0,2018,-1,2010,-1
561,332,base,0,2022,-1,2011,-1
255,50,bias,1,2021,2,2021,2
223,74,bias,1,2013,0,2013,0
564,132,base,0,2015,-1,2015,1
592,74,bias,1,2013,0,2013,0
102,75,base,0,2018,-1,2012,-1
161,50,base,0,2014,-1,2021,2
281,450,base,0,2020,-1,2017,-1
550,223,base,0,2019,-1,2013,0
335,88,base,0,2021,-1,2015,-1
125,465,base,0,2021,-1,2016,-1
177,470,base,0,2016,-1,2012,-1
319,332,base,0,2018,-1,2011,-1
99,403,base,0,2023,-1,2011,-1
387,80,base,0,2021,-1,2017,-1
194,163,base,0,2015,-1,2012,-1
465,90,base,0,2016,-1,2011,-1
148,133,base,0,2016,-1,2012,-1
519,567,base,0,2021,3,2012,-1
166,181,base,0,2019,-1,2013,-1
260,592,bias,1,2013,0,2013,0
348,214,bias,1,2014,4,2014,4
187,285,base,0,2020,-1,2014,-1
168,263,base,0,2023,-1,2021,-1
456,436,base,0,2019,-1,2013,-1
585,392,base,0,2019,-1,2015,-1
273,562,base,0,2021,-1,2016,-1
581,197,base,0,2023,-1,2019,-1
519,51,bias,1,2021,3,2021,3
470,261,base,0,2012,-1,2011,-1
69,32,base,0,2021,-1,2015,-1
150,447,base,0,2023,-1,2012,-1
464,46,bias,1,2021,2,2021,2
273,348,base,0,2021,-1,2014,4
389,461,base,0,2012,-1,2010,-1
480,452,base,0,2022,-1,2015,-1
406,231,bias,1,2015,1,2015,1
488,331,base,0,2016,-1,2010,-1
214,85,bias,1,2014,4,2014,4
348,147,base,0,2014,4,2010,-1
132,545,bias,1,2015,1,2015,1
540,370,base,0,2019,-1,2015,-1
220,344,base,0,2020,-1,2012,-1
168,165,base,0,2023,-1,2014,-1
195,87,base,0,2021,-1,2013,-1
27,424,base,0,2021,-1,2012,-1
68,93,base,0,2013,-1,2011,-1
250,543,base,0,2023,-1,2014,-1
346,53,base,0,2017,-1,2016,-1
85,214,bias,1,2014,4,2014,4
545,231,bias,1,2015,1,2015,1
15,366,base,0,2013,-1,2011,-1
99,51,base,0,2023,-1,2021,3
555,62,base,0,2015,-1,2011,-1
365,69,base,0,2022,-1,2021,-1
112,426,base,0,2021,-1,2018,-1
117,167,base,0,2022,-1,2016,-1
166,379,base,0,2019,-1,2014,-1
117,414,base,0,2022,-1,2012,-1
50,255,bias,1,2021,2,2021,2
473,255,base,0,2017,-1,2021,2
205,142,base,0,2021,-1,2016,-1
410,274,base,0,2021,-1,2019,-1
203,77,base,0,2021,-1,2010,-1
472,260,base,0,2018,-1,2013,0
495,283,base,0,2018,-1,2015,-1
294,559,base,0,2020,-1,2014,-1
37,406,base,0,2020,-1,2015,1
157,510,base,0,2020,-1,2021,5
44,325,base,0,2023,-1,2016,-1
106,595,base,0,2022,-1,2019,-1
215,255,base,0,2016,-1,2021,2
551,495,base,0,2019,-1,2018,-1
19,470,base,0,2015,-1,2012,-1
404,353,base,0,2014,-1,2010,-1
110,441,base,0,2019,-1,2012,-1
217,510,bias,1,2021,5,2021,5
324,491,base,0,2012,-1,2011,-1
100,62,base,0,2016,-1,2011,-1
531,212,base,0,2019,-1,2016,-1
388,284,base,0,2020,-1,2017,-1
283,533,base,0,2015,-1,2012,-1
273,337,base,0,2021,-1,2014,-1
510,217,bias,1,2021,5,2021,5
149,262,base,0,2016,-1,2011,-1
514,56,base,0,2021,-1,2016,-1
519,361,bias,1,2021,3,2021,3
589,21,base,0,2013,-1,2011,-1
583,448,bias,1,2021,3,2021,3
454,291,base,0,2011,-1,2010,-1
302,313,base,0,2012,-1,2011,-1
114,25,base,0,2021,-1,2015,-1
575,108,base,0,2023,-1,2014,-1
83,383,base,0,2023,-1,2016,-1
273,84,base,0,2021,-1,2015,-1
519,75,base,0,2021,3,2012,-1
370,470,base,0,2015,-1,2012,-1
69,240,base,0,2021,-1,2015,-1
149,297,base,0,2016,-1,2012,-1
92,444,base,0,2021,-1,2019,-1
479,77,base,0,2013,-1,2010,-1
59,572,base,0,2018,-1,2015,-1
489,116,base,0,2021,-1,2018,-1
208,420,base,0,2023,-1,2022,-1
6,360,base,0,2014,-1,2012,-1
545,406,bias,1,2015,1,2015,1
46,50,bias,1,2021,2,2021,2
44,420,base,0,2023,-1,2022,-1
230,116,base,0,2020,-1,2018,-1
39,111,base,0,2019,-1,2018,-1
546,129,base,0,2018,-1,2012,-1
2,418,base,0,2022,-1,2021,2
540,433,base,0,2019,-1,2012,-1
255,46,bias,1,2021,2,2021,2
362,433,base,0,2018,-1,2012,-1
175,345,base,0,2022,-1,2013,-1
93,217,base,0,2011,-1,2021,5
106,137,base,0,2022,-1,2019,-1
220,524,base,0,2020,-1,2012,-1
216,465,base,0,2023,-1,2016,-1
73,406,base,0,2022,-1,2015,1
259,256,bias,1,2021,5,2021,5
105,351,base,0,2014,-1,2013,-1
319,589,base,0,2018,-1,2013,-1
46,464,bias,1,2021,2,2021,2
92,519,base,0,2021,-1,2021,3
113,295,base,0,2021,-1,2015,-1
83,481,base,0,2023,-1,2013,-1
520,370,base,0,2015,-1,2015,-1
379,527,base,0,2014,-1,2013,-1
537,289,base,0,2021,-1,2015,-1
114,300,base,0,2021,-1,2020,-1
429,225,base,0,2022,-1,2018,-1
185,599,base,0,2016,-1,2013,-1
417,338,base,0,2021,-1,2020,-1
579,410,base,0,2023,-1,2021,-1
374,412,base,0,2013,-1,2012,-1
241,375,base,0,2017,-1,2010,-1
502,105,base,0,2015,-1,2014,-1
510,256,bias,1,2021,5,2021,5
577,223,base,0,2014,-1,2013,0
155,152,base,0,2017,-1,2014,-1
284,159,base,0,2017,-1,2010,-1
161,75,base,0,2014,-1,2012,-1
348,271,bias,1,2014,4,2014,4
161,178,base,0,2014,-1,2010,-1
168,335,base,0,2023,-1,2021,-1
571,374,base,0,2014,-1,2013,-1
500,257,base,0,2019,-1,2017,-1
367,352,base,0,2023,-1,2020,-1
50,418,bias,1,2021,2,2021,2
205,135,base,0,2021,-1,2020,-1
384,406,base,0,2012,-1,2015,1
342,67,base,0,2012,-1,2011,-1
293,235,base,0,2021,-1,2012,-1
306,29,base,0,2013,-1,2010,-1
538,467,base,0,2019,-1,2019,-1
548,189,base,0,2014,-1,2013,-1
334,345,base,0,2023,-1,2013,-1
367,383,base,0,2023,-1,2016,-1
120,268,base,0,2018,-1,2010,-1
230,152,base,0,2020,-1,2014,-1
526,243,base,0,2017,-1,2013,-1
393,506,base,0,2023,-1,2015,-1
65,346,base,0,2019,-1,2017,-1
231,545,bias,1,2015,1,2015,1
285,461,base,0,2014,-1,2010,-1
241,457,base,0,2017,-1,2011,-1
204,294,base,0,2021,-1,2020,-1
112,156,base,0,2021,-1,2015,-1
255,418,bias,1,2021,2,2021,2
519,448,bias,1,2021,3,2021,3
378,291,base,0,2023,-1,2010,-1
592,26,base,0,2013,0,2011,-1
247,147,base,0,2019,-1,2010,-1
223,260,bias,1,2013,0,2013,0
434,80,base,0,2021,-1,2017,-1
489,538,base,0,2021,-1,2019,-1
75,82,base,0,2012,-1,2011,-1
574,9,base,0,2022,-1,2012,-1
367,588,base,0,2023,-1,2016,-1
576,306,base,0,2021,-1,2013,-1
380,454,base,0,2013,-1,2011,-1
121,571,base,0,2016,-1,2014,-1
57,234,base,0,2011,-1,2010,-1
85,271,bias,1,2014,4,2014,4
497,196,base,0,2023,-1,2011,-1
597,578,base,0,2015,-1,2010,-1
381,133,base,0,2017,-1,2012,-1
546,389,base,0,2018,-1,2012,-1
273,29,base,0,2021,-1,2010,-1
132,554,bias,1,2015,1,2015,1
87,536,base,0,2013,-1,2012,-1
319,408,base,0,2018,-1,2010,-1
93,234,base,0,2011,-1,2010,-1
551,201,base,0,2019,-1,2014,-1
448,519,bias,1,2021,3,2021,3
334,412,base,0,2023,-1,2012,-1
275,590,base,0,2015,-1,2010,-1
270,495,base,0,2023,-1,2018,-1
33,157,base,0,2022,-1,2020,-1
519,217,base,0,2021,3,2021,5
425,495,base,0,2021,-1,2018,-1
44,204,base,0,2023,-1,2021,-1
128,310,base,0,2020,-1,2010,-1
341,133,base,0,2018,-1,2012,-1
532,452,base,0,2023,-1,2015,-1
3,260,bias,1,2013,0,2013,0
421,507,base,0,2023,-1,2015,-1
486,460,base,0,2021,-1,2017,-1
309,494,base,0,2018,-1,2012,-1
594,271,base,0,2016,-1,2014,4
80,87,base,0,2017,-1,2013,-1
260,223,bias,1,2013,0,2013,0
128,578,base,0,2020,-1,2010,-1
43,446,base,0,2023,-1,2019,-1
46,233,base,0,2021,2,2014,-1
321,285,base,0,2016,-1,2014,-1
464,349,base,0,2021,2,2010,-1
51,361,bias,1,2021,3,2021,3
219,552,base,0,2018,-1,2010,-1
55,566,base,0,2018,-1,2016,-1
585,426,base,0,2019,-1,2018,-1
510,423,bias,1,2021,5,2021,5
390,543,base,0,2014,-1,2014,-1
428,254,base,0,2017,-1,2010,-1
418,46,bias,1,2021,2,2021,2
484,259,base,0,2023,-1,2021,5
556,536,base,0,2018,-1,2012,-1
352,435,base,0,2020,-1,2010,-1
473,315,base,0,2017,-1,2010,-1
26,134,base,0,2011,-1,2010,-1
317,401,base,0,2021,-1,2020,-1
250,167,base,0,2023,-1,2016,-1
554,545,bias,1,2015,1,2015,1
329,487,base,0,2013,-1,2012,-1
