citing_paper_id,cited_paper_id,citing_publication_year,cited_publication_year
1513,1151,2013,2007
3025,4682,2017,2002
3556,2658,2023,2018
3658,1107,2019,2019
2836,2142,2005,2000
3105,2681,2004,2003
143,3659,2009,2001
2457,3190,2014,2014
2036,358,2014,2000
1396,597,2018,2018
1065,237,2017,2015
3805,411,2012,2005
3051,756,2003,2003
1832,1387,2011,2005
4724,3380,2005,2005
4127,2369,2019,2003
4282,1338,2018,2011
2362,3530,2006,2013
2951,2925,2017,2010
3075,3537,2013,2012
4008,4073,2020,2012
3391,3361,2021,2008
4157,1762,2016,2014
4943,1271,2003,2000
2153,4617,2005,2003
4471,1502,2015,2008
3993,3550,2021,2007
2501,1954,2017,2008
1025,1735,2004,2003
3498,423,2012,2003
3100,2992,2019,2017
391,1153,2019,2000
807,1103,2022,2005
2167,4854,2013,2001
1897,2282,2022,2021
756,2057,2003,2003
4366,1434,2015,2012
1945,785,2018,2011
4571,3407,2019,2012
4376,887,2021,2014
4628,1992,2005,2002
3640,566,2009,2008
1897,4418,2022,2008
1211,602,2004,2013
1794,1905,2019,2005
2478,1718,2011,2008
1404,2063,2020,2016
3831,4061,2022,2012
4490,3270,2015,2013
1808,1254,2014,2001
2616,2975,2022,2015
4002,4018,2021,2003
103,3911,2018,2018
2897,4586,2017,2014
200,378,2016,2010
4469,2372,2018,2007
4662,2149,2015,2004
3720,2097,2007,2007
1789,3038,2023,2006
3498,1718,2012,2008
383,2248,2022,2018
1905,4668,2005,2000
4686,3412,2022,2005
3104,2682,2018,2010
2286,4559,2011,2002
2603,1084,2012,2007
13,2546,2003,2001
3367,3102,2018,2017
357,3365,2022,2007
2393,3616,2005,2003
2959,2361,2013,2009
3297,1282,2023,2007
4988,2033,2007,2003
4594,3974,2001,2000
1086,2416,2018,2011
2065,2001,2011,2003
395,4968,2015,2006
1241,4338,2023,2020
3466,3088,2022,2016
3019,927,2018,2008
2990,896,2020,2012
4469,295,2018,2017
1944,3906,2022,2018
2108,3985,2012,2003
2247,1571,2021,2017
1128,946,2003,2001
1398,4841,2013,2010
3855,1822,2019,2011
1100,95,2019,2006
3914,547,2018,2008
3523,2649,2012,2007
3439,3744,2008,2004
886,2868,2019,2004
2505,41,2009,2006
2351,3349,2006,2000
317,1879,2015,2001
2877,4473,2018,2009
2204,4138,2020,2020
3705,2460,2011,2000
50,1486,2020,2014
597,136,2018,2004
2118,724,2022,2009
4583,336,2021,2015
4618,4747,2018,2014
2275,1089,2016,2005
2020,4061,2019,2012
235,4049,2008,2006
200,1142,2016,2005
1041,4245,2023,2020
1107,2241,2019,2019
3320,161,2021,2001
4512,1688,2023,2008
2019,2285,2006,2000
3321,968,2008,2004
2134,4452,2007,2003
4864,3849,2016,2009
4509,2422,2013,2002
2273,684,2006,2000
4410,2039,2006,2002
1094,3345,2007,2002
1794,1557,2019,2011
2525,3643,2023,2018
1141,1673,2007,2002
1589,1266,2019,2019
883,173,2007,2000
1787,3823,2016,2014
121,2934,2022,2018
2916,1277,2006,2000
958,1499,2015,2008
1232,2459,2021,2008
1667,2847,2012,2002
4477,589,2022,2002
4821,4461,2018,2000
4562,481,2023,2000
2734,64,2013,2003
3021,1161,2020,2003
2323,2192,2014,2000
4562,1977,2023,2003
174,4099,2019,2006
3583,3224,2019,2007
4155,3959,2011,2008
2330,2724,2020,2001
1899,1773,2016,2012
4183,3480,2011,2004
1360,653,2021,2008
3905,2352,2014,2008
485,3842,2021,2018
4875,553,2016,2003
957,2666,2022,2007
4294,4658,2004,2000
4404,2364,2016,2013
2470,4905,2021,2008
819,4823,2016,2009
642,4102,2021,2012
818,1437,2003,2008
1184,2652,2022,2016
3360,3778,2014,2004
1492,4394,2020,2015
4528,4873,2006,2002
973,766,2019,2013
285,597,2010,2018
728,3788,2004,2003
1511,1680,2006,2000
2884,4965,2012,2004
2427,2199,2007,2002
1403,4316,2018,2004
829,2096,2004,2001
2910,1829,2014,2013
694,1290,2015,2007
2269,4187,2011,2010
3869,4296,2017,2013
1231,596,2019,2015
2927,1512,2021,2016
215,3479,2020,2017
695,536,2007,2003
919,505,2021,2011
2688,4168,2018,2002
1621,2302,2019,2009
4653,1306,2020,2015
1851,2825,2017,2011
3278,666,2021,2012
42,3210,2020,2015
4816,182,2021,2004
344,4928,2020,2017
3456,260,2020,2015
1000,4006,2014,2011
2049,1852,2019,2013
790,1014,2016,2009
4170,1344,2023,2016
1528,1963,2023,2011
400,257,2014,2009
3535,3402,2003,2002
2118,740,2022,2016
1233,1744,2021,2009
4533,2393,2018,2005
908,3761,2017,2001
160,4716,2021,2001
1302,2244,2021,2003
4511,3924,2021,2020
839,4467,2018,2015
1396,163,2018,2012
1133,1235,2007,2016
124,1903,2002,2002
1183,633,2021,2019
2454,2164,2012,2003
1473,3719,2020,2016
982,3640,2018,2009
4988,1636,2007,2003
4339,3389,2008,2005
3240,1458,2020,2011
3005,4517,2020,2018
639,4621,2005,2003
2980,4113,2005,2000
4677,2180,2018,2000
2034,1822,2012,2011
3152,2323,2018,2014
3723,313,2017,2006
4521,2273,2014,2006
3576,474,2016,2004
757,4387,2022,2008
899,2192,2018,2000
1712,1619,2011,2008
2006,3339,2013,2011
4773,66,2015,2005
2441,3194,2006,2002
842,3199,2022,2000
2304,372,2023,2009
1194,3608,2020,2009
4937,879,2018,2015
351,2625,2013,2008
3724,885,2018,2002
3425,2033,2010,2003
4039,546,2007,2004
3534,196,2017,2011
3414,3639,2013,2002
1280,4962,2023,2019
3632,1114,2012,2000
4813,4280,2011,2010
3724,470,2018,2014
2436,3715,2019,2014
4823,1009,2009,2002
3703,1414,2015,2007
1060,1480,2018,2007
2503,79,2019,2007
3051,1880,2003,2000
4742,1054,2020,2004
1294,3615,2013,2005
4445,4478,2002,2001
661,2638,2005,2000
75,1048,2003,2000
4611,4346,2016,2006
333,2555,2014,2002
4357,4365,2018,2004
2552,4082,2022,2014
4742,3318,2020,2008
3015,171,2022,2006
2485,1804,2023,2016
370,682,2022,2013
2926,4078,2016,2008
4222,2772,2022,2020
1424,254,2023,2010
3529,2969,2016,2016
2037,2266,2010,2003
2525,3795,2023,2013
3828,2194,2022,2016
1008,4829,2010,2009
2176,4556,2022,2002
834,4607,2014,2003
1843,1432,2023,2010
4249,4048,2006,2005
724,4899,2009,2008
4235,856,2023,2018
4016,4135,2021,2005
4092,834,2017,2014
4934,1252,2019,2014
3380,3153,2005,2005
4366,969,2015,2003
4124,4812,2016,2005
1766,1499,2022,2008
4420,1860,2012,2007
2241,4384,2019,2009
2703,3711,2014,2010
3369,4528,2019,2006
291,4880,2019,2016
4834,2112,2014,2009
2779,459,2023,2004
698,2179,2023,2010
4819,2139,2010,2007
1251,3493,2018,2008
1358,4211,2006,2004
807,2632,2022,2022
4911,2690,2013,2004
1657,1131,2005,2001
3812,334,2007,2000
1120,2281,2012,2003
336,4805,2015,2012
4779,4312,2018,2013
4681,2759,2013,2007
4430,4994,2015,2009
86,69,2017,2003
237,3185,2015,2001
459,2807,2004,2002
4161,3335,2017,2015
800,3485,2018,2016
4340,3514,2021,2007
143,2126,2009,2000
1086,2400,2018,2002
3763,4392,2023,2016
1000,2075,2014,2008
4011,2805,2012,2003
1413,1271,2006,2000
564,1451,2022,2017
1033,3717,2022,2018
2575,807,2022,2022
3638,2334,2018,2004
1583,2368,2011,2000
4867,47,2023,2013
2960,1703,2011,2009
1360,2275,2021,2016
4248,1275,2016,2006
2748,229,2006,2005
1837,3681,2015,2001
2779,3764,2023,2002
668,2229,2020,2011
2632,4886,2022,2022
3711,2090,2010,2009
2414,127,2022,2021
4377,2826,2020,2016
3634,1981,2012,2001
3632,364,2012,2007
4205,594,2023,2020
4432,23,2012,2001
2754,2264,2020,2016
594,2930,2020,2016
2271,4270,2006,2004
747,935,2020,2014
3153,3380,2005,2005
4005,3217,2020,2002
4742,1022,2020,2001
1236,4706,2006,2001
442,2983,2020,2012
3509,4780,2020,2012
4027,573,2021,2018
2447,4344,2019,2007
3878,1714,2008,2001
2967,2784,2009,2004
3346,3690,2016,2010
1210,3199,2011,2000
1628,4464,2023,2005
2040,46,2021,2003
945,876,2019,2014
2188,1179,2006,2004
3439,1405,2008,2003
3870,4461,2011,2000
2664,731,2007,2000
17,2796,2002,2007
4791,1365,2022,2012
3919,4752,2023,2004
3484,4614,2019,2023
4742,2950,2020,2006
1762,3044,2014,2013
2615,2829,2019,2001
3655,2365,2023,2003
4473,4941,2009,2007
13,4259,2003,2000
2983,3533,2012,2010
3957,2404,2008,2007
1285,2319,2004,2000
4294,3114,2004,2003
587,2841,2020,2014
468,2916,2013,2006
93,3133,2012,2002
3262,630,2013,2012
2253,2006,2020,2013
495,3260,2012,2001
3684,2523,2012,2001
1986,4435,2004,2004
1556,3985,2023,2003
1972,4076,2023,2007
2522,3371,2020,2003
4394,3427,2015,2008
2356,384,2023,2002
4334,2059,2019,2004
1634,343,2014,2013
1100,1622,2019,2016
3309,4709,2020,2007
1397,1445,2020,2010
3443,3067,2013,2009
3722,1258,2013,2005
344,4760,2020,2019
11,938,2023,2016
4863,893,2015,2013
1588,3097,2006,2002
319,501,2018,2001
1283,3148,2021,2003
4929,3095,2008,2008
3262,3094,2013,2000
2601,1559,2020,2009
4909,4617,2010,2003
2301,479,2023,2006
1465,3473,2022,2017
4848,4651,2009,2006
3325,2700,2014,2014
1865,3774,2008,2006
153,4077,2012,2002
378,4811,2010,2004
274,1631,2018,2005
2693,2011,2007,2004
1169,4773,2021,2015
56,2761,2007,2006
4809,2875,2020,2001
322,4191,2021,2001
289,795,2005,2004
639,4417,2005,2001
1849,3716,2020,2010
3619,3952,2016,2015
1763,1099,2014,2000
3542,3815,2011,2001
3481,3089,2018,2001
667,860,2014,2009
1107,3658,2019,2019
4174,3330,2017,2013
3585,94,2011,2000
3095,4929,2008,2008
1419,4619,2014,2000
4176,1191,2022,2020
908,4774,2017,2000
4123,1811,2003,2007
1541,1149,2011,2011
1856,2518,2012,2002
4148,4985,2012,2010
3959,1457,2008,2001
2208,4703,2020,2017
1665,140,2012,2008
3828,215,2022,2020
2270,3720,2007,2007
2575,2632,2022,2022
1633,2353,2023,2016
2501,4658,2017,2000
164,381,2015,2015
1652,265,2004,2000
4575,4488,2011,2002
1034,1639,2002,2001
2157,4100,2015,2009
3839,4114,2020,2016
933,2149,2021,2004
4532,2364,2022,2013
3438,1225,2022,2016
1280,4370,2023,2014
2827,1199,2013,2008
4653,1574,2020,2000
4206,4859,2017,2001
2670,3267,2012,2007
1494,1119,2006,2003
1477,662,2021,2020
2734,549,2013,2002
45,2654,2017,2016
1168,3651,2008,2006
2466,2223,2017,2010
256,4436,2022,2002
1451,69,2017,2003
1481,2906,2017,2005
3909,3803,2016,2013
1684,3117,2015,2007
4139,4931,2013,2012
4762,944,2012,2005
2171,4322,2005,2003
1606,4046,2010,2001
980,3403,2023,2007
3966,236,2015,2005
1406,2129,2018,2010
2969,2160,2016,2016
526,3681,2017,2001
99,1089,2011,2005
4965,869,2004,2001
1512,1934,2016,2012
4939,4559,2021,2002
3487,4350,2011,2002
1537,4328,2009,2002
2353,3437,2016,2006
1903,1454,2002,2002
503,3876,2019,2001
3726,3799,2014,2010
1609,2156,2016,2008
1474,43,2016,2008
4991,3773,2012,2006
4054,1813,2019,2016
1591,4961,2023,2006
3061,683,2021,2014
2080,2204,2020,2020
3418,2263,2019,2001
3436,2916,2018,2006
841,239,2022,2019
2137,2483,2016,2012
2064,1442,2023,2007
989,4718,2011,2010
1329,476,2022,2015
1123,2822,2023,2021
670,4684,2021,2005
4189,2073,2020,2013
1489,129,2006,2000
4055,4361,2011,2004
4632,852,2021,2002
4902,4302,2018,2017
1015,4920,2004,2004
3665,3252,2017,2002
4590,1739,2015,2003
1971,1688,2019,2008
2020,2030,2019,2007
4095,721,2021,2004
4977,2334,2009,2004
3052,1065,2021,2017
1551,3898,2019,2018
2478,1541,2011,2011
4112,4593,2010,2003
2137,4147,2016,2013
2347,2266,2019,2003
584,4990,2018,2007
1865,803,2008,2001
3625,1192,2015,2014
4175,1842,2018,2001
4282,4995,2018,2011
1431,3745,2019,2012
3678,1220,2021,2016
568,3849,2016,2009
2247,700,2021,2007
2032,1450,2023,2002
3384,1539,2022,2001
917,4503,2016,2004
2774,4428,2019,2016
1890,2728,2007,2007
3107,1510,2010,2009
4437,4955,2014,2003
3261,3921,2023,2009
2697,3109,2015,2011
754,4031,2005,2003
1838,1793,2021,2004
2086,4509,2016,2013
4450,3153,2005,2005
4053,2840,2006,2003
159,916,2018,2006
1272,3773,2022,2006
4370,1258,2014,2005
971,1162,2005,2004
2934,1103,2018,2005
4367,2970,2018,2002
3040,2583,2016,2006
1537,4519,2009,2004
2122,2108,2014,2012
3840,1438,2012,2001
3722,2719,2013,2001
1255,807,2021,2022
187,4037,2023,2014
828,171,2023,2006
4300,3414,2019,2013
1000,2053,2014,2000
764,2952,2016,2002
928,1967,2004,2004
413,3586,2021,2005
3003,306,2015,2000
4671,2446,2017,2005
4286,546,2018,2004
4278,1643,2003,2002
1949,2841,2017,2014
4788,3121,2022,2007
2469,198,2002,2001
973,3449,2019,2000
4920,1015,2004,2004
2474,1161,2004,2003
356,3169,2020,2004
935,655,2014,2000
2252,679,2015,2014
3857,4403,2013,2003
1074,2403,2022,2019
3438,1257,2022,2017
4216,4745,2010,2002
1021,3676,2007,2004
3568,4853,2019,2017
2091,76,2019,2013
3854,549,2019,2002
1015,1986,2004,2004
2965,4204,2023,2019
3770,544,2007,2003
4818,3204,2016,2008
1913,3365,2017,2007
1234,2334,2007,2004
628,755,2007,2002
3698,991,2011,2005
2412,1043,2015,2008
1458,207,2011,2001
3956,4164,2011,2005
645,1896,2018,2009
4438,1377,2003,2001
3844,2816,2018,2008
4687,3522,2023,2022
2973,301,2023,2015
1349,1857,2016,2000
331,1654,2020,2001
3771,2691,2016,2004
2828,3313,2013,2008
2734,3868,2013,2007
4683,2372,2009,2007
4500,2609,2011,2003
4508,4919,2014,2014
2581,4840,2021,2007
4966,1754,2018,2003
1060,2216,2018,2001
4186,1904,2016,2008
535,3893,2006,2004
2189,199,2014,2002
665,1286,2012,2002
550,1933,2016,2012
2466,1113,2017,2009
8,4000,2022,2012
839,3035,2018,2001
2262,737,2017,2010
3720,4394,2007,2015
3591,2386,2017,2007
4059,1043,2020,2008
3205,3868,2018,2007
2961,4237,2019,2001
1369,1735,2010,2003
4025,258,2016,2002
1972,4588,2023,2008
888,3560,2014,2004
3752,255,2021,2017
4677,4961,2018,2006
2488,3510,2005,2001
1790,1537,2020,2009
1528,3303,2023,2008
2350,3870,2021,2011
81,4594,2022,2001
4911,4674,2013,2009
1222,3886,2021,2016
872,207,2012,2001
503,3629,2019,2004
270,3739,2022,2000
4997,724,2014,2009
2129,2805,2010,2003
493,4994,2023,2009
2846,2265,2021,2012
1407,4400,2020,2016
1810,1982,2015,2014
3415,1334,2016,2005
1638,1541,2004,2011
2248,66,2018,2005
4303,4121,2019,2008
464,4472,2015,2010
2252,3921,2015,2009
1012,3816,2017,2009
541,4838,2023,2014
979,3057,2016,2015
4811,553,2004,2003
4080,3221,2011,2011
4975,3675,2020,2016
87,1678,2014,2012
4115,1011,2014,2005
196,4854,2011,2001
1891,2728,2007,2007
2730,2796,2017,2007
2744,4240,2023,2006
4280,2480,2010,2009
2355,949,2006,2005
176,4488,2008,2002
2020,1090,2019,2005
1212,4065,2021,2018
1294,3601,2013,2010
4004,4866,2009,2006
503,488,2019,2001
103,999,2018,2011
4801,874,2019,2014
1791,1905,2014,2005
4057,154,2015,2014
3881,2198,2014,2007
119,2761,2015,2006
2313,2033,2006,2003
2225,2957,2022,2008
1,1574,2019,2000
3153,4724,2005,2005
2620,389,2019,2003
4895,4285,2018,2011
2826,198,2016,2001
4333,718,2023,2005
2643,1847,2017,2016
2445,4021,2011,2002
2097,3720,2007,2007
568,1175,2016,2010
4049,4520,2006,2001
1453,329,2011,2007
4075,1444,2003,2000
3000,2966,2019,2011
1511,684,2006,2000
693,448,2009,2000
676,3513,2018,2015
2278,53,2023,2014
1435,2373,2010,2000
1142,4513,2005,2000
2819,494,2008,2004
3938,3963,2019,2012
3520,1728,2010,2006
4262,3612,2012,2004
3683,1946,2021,2011
3620,3483,2012,2007
716,600,2013,2009
1429,2331,2018,2016
4954,2022,2015,2006
871,3129,2013,2011
4292,277,2006,2002
4477,144,2022,2012
2834,3474,2018,2017
344,1149,2020,2011
2797,3819,2009,2001
1591,3574,2023,2014
1454,17,2002,2002
4268,1389,2008,2001
4518,2203,2021,2009
909,1798,2005,2002
3653,98,2018,2000
3792,4460,2022,2020
3466,2525,2022,2023
2115,3463,2017,2004
4009,4323,2009,2001
3396,2705,2007,2002
3352,83,2022,2020
2133,423,2016,2003
2334,1292,2004,2002
4451,3940,2022,2018
1882,4664,2008,2007
647,3056,2002,2001
4746,847,2012,2007
2612,4730,2016,2002
4511,3220,2021,2015
1190,265,2014,2000
4654,3958,2022,2006
4797,1739,2004,2003
4586,3492,2014,2001
861,2644,2021,2007
4569,2853,2014,2006
1222,4610,2021,2000
698,4291,2023,2022
1589,2707,2019,2003
3550,639,2007,2005
4721,4423,2021,2019
2564,4716,2003,2001
4383,305,2022,2003
3908,2454,2018,2012
208,4450,2021,2005
3838,2012,2008,2005
153,2982,2012,2008
632,1884,2021,2000
2107,1313,2022,2020
3261,1049,2023,2007
4316,2526,2004,2001
1016,437,2022,2016
2166,2518,2005,2002
4677,1266,2018,2019
2657,3183,2012,2011
991,4258,2005,2003
103,2912,2018,2018
3527,4935,2016,2009
3249,164,2015,2015
4254,169,2019,2010
3038,3047,2006,2000
1605,176,2009,2008
732,1697,2021,2004
3438,1069,2022,2007
365,2382,2013,2011
1307,3462,2017,2006
3211,2131,2021,2017
535,2261,2006,2003
3285,4506,2018,2005
3329,1266,2010,2019
3263,810,2005,2001
320,1055,2021,2013
1696,663,2006,2005
1674,3041,2023,2016
160,2151,2021,2001
3472,4690,2019,2018
2777,4431,2018,2014
948,1983,2012,2001
2118,4579,2022,2014
3161,923,2022,2019
4494,561,2017,2016
4675,2370,2017,2002
1971,3778,2019,2004
1469,1828,2015,2014
4655,4250,2014,2013
3488,2210,2018,2015
1251,1752,2018,2014
510,2574,2018,2005
4645,1891,2008,2007
440,215,2022,2020
3065,306,2007,2000
2931,556,2012,2006
343,4155,2013,2011
3454,228,2007,2001
1779,2910,2019,2014
2602,3410,2017,2016
2220,1159,2011,2003
1914,3066,2019,2005
417,3115,2007,2004
174,414,2019,2010
2781,3146,2012,2010
609,2679,2014,2007
843,2458,2015,2001
1052,2644,2010,2007
576,2796,2011,2007
4007,1773,2014,2012
2818,1760,2012,2000
1600,4936,2021,2002
1267,3490,2009,2008
4836,868,2018,2013
1819,3465,2019,2013
225,4896,2023,2011
4409,4182,2014,2003
4919,4965,2014,2004
1145,371,2022,2001
1661,2045,2017,2011
340,2935,2016,2009
3266,1071,2020,2018
426,1505,2019,2017
1157,3852,2011,2007
4460,3970,2020,2010
1372,289,2020,2005
3658,93,2019,2012
3966,630,2015,2012
4202,514,2006,2002
1507,3174,2006,2001
4887,3228,2021,2005
1035,1168,2016,2008
3976,3975,2012,2003
651,123,2023,2023
2581,1000,2021,2014
4410,1614,2006,2004
1160,3570,2015,2009
3672,3573,2020,2010
1143,4810,2005,2001
4537,3438,2023,2022
2850,3557,2020,2006
1946,4185,2011,2001
1330,245,2011,2006
2649,4754,2007,2003
3372,4740,2022,2016
3049,4213,2020,2003
4877,2599,2020,2000
2973,2519,2023,2007
2870,577,2022,2008
4986,943,2021,2004
748,131,2015,2004
4605,4964,2023,2002
4807,3000,2022,2019
2853,3900,2006,2001
1864,2118,2023,2022
2817,2349,2015,2009
3715,3107,2014,2010
1278,35,2022,2011
1716,2187,2013,2011
3234,2173,2022,2017
2672,3296,2023,2013
4206,1866,2017,2016
3636,1708,2020,2003
1206,3776,2017,2000
4532,94,2022,2000
4886,807,2022,2022
2706,580,2016,2008
1412,2016,2016,2014
2543,4146,2018,2009
4080,1149,2011,2011
2282,568,2021,2016
3817,1654,2015,2001
778,2560,2007,2006
2555,4716,2002,2001
4301,2476,2014,2009
3183,3716,2011,2010
2571,966,2019,2018
1250,3885,2013,2005
301,2945,2015,2004
1722,409,2023,2019
2932,3757,2018,2009
920,4356,2011,2005
2834,3650,2018,2010
4865,581,2020,2006
2084,996,2004,2000
792,228,2014,2001
2329,4368,2022,2013
3837,3910,2016,2005
4288,4129,2012,2008
2009,4747,2022,2014
4096,1262,2008,2007
4192,3231,2001,2000
4019,4568,2013,2006
1229,2279,2008,2003
396,1236,2013,2006
1974,1846,2016,2012
880,3530,2016,2013
1818,2178,2017,2012
137,4336,2022,2012
1810,3651,2015,2006
632,2423,2021,2015
27,3149,2021,2005
4920,4435,2004,2004
2677,4115,2019,2014
1394,721,2009,2004
928,850,2004,2004
111,4520,2019,2001
2032,2185,2023,2014
1055,753,2013,2004
3471,4229,2014,2012
3191,2594,2023,2009
239,743,2019,2001
2310,172,2023,2000
1169,2203,2021,2009
3162,1246,2020,2004
1421,2999,2021,2010
1447,4167,2009,2003
1835,2374,2008,2005
180,1903,2007,2002
3323,4750,2022,2002
1753,3374,2011,2003
2080,2663,2020,2020
3057,927,2015,2008
2899,4305,2016,2007
2417,3641,2016,2019
782,522,2021,2011
503,532,2019,2001
687,1413,2021,2006
1503,3623,2017,2016
261,3657,2015,2012
2190,4125,2020,2017
2345,3681,2006,2001
1546,3464,2012,2007
4860,343,2015,2013
990,3027,2004,2003
2958,3325,2021,2014
1220,4746,2016,2012
4343,783,2009,2002
555,2521,2016,2012
653,1907,2008,2006
3092,1770,2007,2003
2189,3251,2014,2008
2280,2474,2019,2004
2018,3125,2023,2017
3434,1412,2023,2016
818,2057,2003,2003
2238,4897,2020,2018
2664,3900,2007,2001
193,2636,2016,2008
4060,384,2003,2002
1912,2560,2007,2006
4637,490,2014,2009
1310,4684,2006,2005
1050,2645,2021,2020
2671,306,2018,2000
1297,4274,2010,2001
3297,821,2023,2003
1306,3432,2015,2008
3280,4292,2018,2006
2089,46,2011,2003
1,744,2019,2008
2765,2108,2021,2012
1720,4786,2007,2004
3079,4637,2023,2014
4804,3722,2022,2013
2387,4309,2017,2015
2278,412,2023,2014
3076,4386,2019,2001
4731,4080,2013,2011
4413,1379,2014,2004
856,1317,2018,2003
3469,4625,2022,2009
4834,4247,2014,2002
1869,1064,2014,2009
3200,3189,2020,2008
3972,346,2023,2002
34,105,2018,2007
4890,4899,2023,2008
2333,4393,2015,2003
1669,4476,2017,2011
577,937,2008,2007
3237,4909,2014,2010
3043,2497,2005,2002
4641,1507,2018,2006
1991,1209,2011,2010
2786,4024,2023,2005
4910,4163,2020,2011
4312,2511,2013,2000
3285,3513,2018,2015
1333,4436,2004,2002
3828,1018,2022,2011
2812,3187,2020,2011
1397,147,2020,2016
4016,2677,2021,2019
4677,3183,2018,2011
964,2315,2022,2017
3597,1009,2012,2002
850,1246,2004,2004
2988,1332,2017,2004
3071,4213,2006,2003
1115,51,2021,2001
97,505,2023,2011
2071,4330,2019,2016
122,2210,2023,2015
767,3190,2014,2014
57,2061,2014,2004
56,264,2007,2001
460,1136,2021,2010
2453,2308,2017,2003
809,2699,2018,2007
3166,2327,2003,2001
4225,376,2021,2000
111,1327,2019,2002
3854,4251,2019,2016
2061,655,2004,2000
4636,336,2020,2015
3057,495,2015,2012
4839,3954,2023,2013
4433,4997,2022,2014
4945,580,2010,2008
1127,361,2014,2009
1343,1012,2023,2017
3001,2857,2023,2013
2871,2102,2019,2017
1978,4415,2020,2006
3015,537,2022,2020
4047,3800,2004,2002
2281,1185,2003,2000
1976,4051,2008,2000
3626,4905,2021,2008
2855,4951,2009,2001
4857,3849,2021,2009
2478,4080,2011,2011
4206,614,2017,2016
4554,4506,2011,2005
164,1607,2015,2001
1381,39,2011,2004
891,4417,2013,2001
489,2399,2019,2016
4363,4110,2022,2014
4701,850,2004,2004
3674,1200,2004,2002
568,1365,2016,2012
2027,3217,2004,2002
767,2457,2014,2014
751,4345,2016,2006
2007,4941,2013,2007
1987,1649,2009,2008
446,519,2020,2010
3769,3318,2017,2008
2951,4590,2017,2015
3858,2154,2017,2008
92,1342,2014,2011
1566,2855,2012,2009
2227,3941,2013,2011
558,3480,2022,2004
1337,433,2020,2012
1080,2472,2022,2014
3902,2199,2003,2002
4527,3839,2021,2020
471,2847,2016,2002
1777,1564,2022,2016
4335,40,2022,2018
1123,3135,2023,2002
2295,2259,2020,2015
705,2465,2008,2003
1616,3682,2014,2019
3288,4096,2012,2008
4807,3357,2022,2011
4396,66,2014,2005
2390,4168,2011,2002
1725,4,2015,2007
1309,2912,2009,2018
3810,3166,2015,2003
3067,2484,2009,2002
1217,2996,2020,2014
1228,4707,2019,2010
3396,3131,2007,2006
3380,4450,2005,2005
4729,833,2022,2001
3485,4508,2016,2014
3471,3890,2014,2007
4132,3154,2021,2011
1932,3318,2011,2008
2996,2670,2014,2012
1755,4859,2002,2001
1211,1015,2004,2004
2490,4542,2015,2009
3874,1269,2017,2013
2966,4386,2011,2001
650,458,2017,2006
4918,2559,2021,2018
4779,4067,2018,2010
856,2939,2018,2004
584,488,2018,2001
645,764,2018,2016
1862,1960,2021,2014
395,948,2015,2012
